rt,responses,trial_type,time_elapsed,stimulus,graphorder,button_pressed,response,key_press,stimulus_left,stimulus_right,accuracy,cumulative_accuracy,stimulus_down_left,stimulus_down_mid,stimulus_down_right,stimulus_correct,stimulus_short,stimulus_far,weighted_accuracy,missedtrial,condition,specific_pairs,linedress,linedressed,problems,smooth,distraction,strategies,easier,similar,comments
6261,,attentioncheck_feedback,290828,cross_check_feedback,,0,,,,,,,,,,,,,,,,,,,,,,,,,
4471.5,,last_instruct,295300,instruct,,,,32,,,,,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color),297301,black_plus_sign,,,,null,GW/paint.jpg,GW/snail.jpg,,,,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color),297871,blue,,,,null,GW/paint.jpg,GW/snail.jpg,,,,,,,,,,,,,,,,,,,,,
null,,rt_plussign_withcolor,298373,blue,,,,null,GW/paint.jpg,GW/snail.jpg,,,,,,,,,,,,,,,,,,,,,
739.5,,rt_thecrossant_black,299805,black_plus_sign,,,,49,,,1,1,,,,,,,,,,,,,,,,,,,
null,,color_black,299906,black_plus_sign,,,,null,,,,,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color),301907,black_plus_sign,,,,null,GW/snail.jpg,GW/teeth.jpg,,,,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color),302634,green,,,,null,GW/snail.jpg,GW/teeth.jpg,,,,,,,,,,,,,,,,,,,,,
457.59999999403954,,rt_plussign_withcolor,303135,green,,,,50,GW/snail.jpg,GW/teeth.jpg,,,,,,,,,,,,,,,,,,,,,
null,,rt_thecrossant_black,304411,black_plus_sign,,,,null,,,1,1,,,,,,,,,,,,,,,,,,,
null,,color_black,304522,black_plus_sign,,,,null,,,,,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color),306523,black_plus_sign,,,,null,GW/basket.jpg,GW/dustpan.jpg,,,,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color),307616,blue,,,,null,GW/basket.jpg,GW/dustpan.jpg,,,,,,,,,,,,,,,,,,,,,
null,,rt_plussign_withcolor,308118,blue,,,,null,GW/basket.jpg,GW/dustpan.jpg,,,,,,,,,,,,,,,,,,,,,
862.3000000119209,,rt_thecrossant_black,309027,black_plus_sign,,,,49,,,1,1,,,,,,,,,,,,,,,,,,,
null,,color_black,309129,black_plus_sign,,,,null,,,,,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color),311130,black_plus_sign,,,,null,GW/dustpan.jpg,GW/wheelchair.jpg,,,,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color),311866,green,,,,null,GW/dustpan.jpg,GW/wheelchair.jpg,,,,,,,,,,,,,,,,,,,,,
393.80000001192093,,rt_plussign_withcolor,312367,green,,,,50,GW/dustpan.jpg,GW/wheelchair.jpg,,,,,,,,,,,,,,,,,,,,,
null,,rt_thecrossant_black,313633,black_plus_sign,,,,null,,,1,1,,,,,,,,,,,,,,,,,,,
null,,color_black,313735,black_plus_sign,,,,null,,,,,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color),315736,black_plus_sign,,,,null,GW/hat.jpg,GW/jukebox.jpg,,,,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color),316737,blue,,,,null,GW/hat.jpg,GW/jukebox.jpg,,,,,,,,,,,,,,,,,,,,,
490.7000000178814,,rt_plussign_withcolor,317237,blue,,,,49,GW/hat.jpg,GW/jukebox.jpg,,,,,,,,,,,,,,,,,,,,,
null,,rt_thecrossant_black,318254,black_plus_sign,,,,null,,,1,1,,,,,,,,,,,,,,,,,,,
null,,color_black,318355,black_plus_sign,,,,null,,,,,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color),320356,black_plus_sign,,,,null,GW/gong.jpg,GW/jukebox.jpg,,,,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color),321226,green,,,,null,GW/gong.jpg,GW/jukebox.jpg,,,,,,,,,,,,,,,,,,,,,
null,,rt_plussign_withcolor,321737,green,,,,null,GW/gong.jpg,GW/jukebox.jpg,,,,,,,,,,,,,,,,,,,,,
1087.5,,rt_thecrossant_black,322873,black_plus_sign,,,,50,,,1,1,,,,,,,,,,,,,,,,,,,
null,,color_black,322974,black_plus_sign,,,,null,,,,,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color),324975,black_plus_sign,,,,null,GW/jukebox.jpg,GW/camera.jpg,,,,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color),325501,blue,,,,null,GW/jukebox.jpg,GW/camera.jpg,,,,,,,,,,,,,,,,,,,,,
null,,rt_plussign_withcolor,326003,blue,,,,null,GW/jukebox.jpg,GW/camera.jpg,,,,,,,,,,,,,,,,,,,,,
1029.4000000059605,,rt_thecrossant_black,327478,black_plus_sign,,,,49,,,1,1,,,,,,,,,,,,,,,,,,,
null,,color_black,327578,black_plus_sign,,,,null,,,,,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color),329580,black_plus_sign,,,,null,GW/dustpan.jpg,GW/hat.jpg,,,,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color),330307,green,,,,null,GW/dustpan.jpg,GW/hat.jpg,,,,,,,,,,,,,,,,,,,,,
null,,rt_plussign_withcolor,330808,green,,,,null,GW/dustpan.jpg,GW/hat.jpg,,,,,,,,,,,,,,,,,,,,,
781.0999999940395,,rt_thecrossant_black,332084,black_plus_sign,,,,49,,,0,0.875,,,,,,,,,,,,,,,,,,,
null,,color_black,332186,black_plus_sign,,,,null,,,,,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color),334187,black_plus_sign,,,,null,GW/paint.jpg,GW/snail.jpg,,,,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color),334824,blue,,,,null,GW/paint.jpg,GW/snail.jpg,,,,,,,,,,,,,,,,,,,,,
null,,rt_plussign_withcolor,335325,blue,,,,null,GW/paint.jpg,GW/snail.jpg,,,,,,,,,,,,,,,,,,,,,
951.6000000238419,,rt_thecrossant_black,336689,black_plus_sign,,,,49,,,1,0.8888888888888888,,,,,,,,,,,,,,,,,,,
null,,color_black,336791,black_plus_sign,,,,null,,,,,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color),338792,black_plus_sign,,,,null,GW/basket.jpg,GW/dustpan.jpg,,,,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color),339451,blue,,,,null,GW/basket.jpg,GW/dustpan.jpg,,,,,,,,,,,,,,,,,,,,,
null,,rt_plussign_withcolor,339953,blue,,,,null,GW/basket.jpg,GW/dustpan.jpg,,,,,,,,,,,,,,,,,,,,,
907.2999999821186,,rt_thecrossant_black,341296,black_plus_sign,,,,49,,,1,0.9,,,,,,,,,,,,,,,,,,,
null,,color_black,341397,black_plus_sign,,,,null,,,,,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color),343398,black_plus_sign,,,,null,GW/dustpan.jpg,GW/hat.jpg,,,,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color),344013,green,,,,null,GW/dustpan.jpg,GW/hat.jpg,,,,,,,,,,,,,,,,,,,,,
null,,rt_plussign_withcolor,344515,green,,,,null,GW/dustpan.jpg,GW/hat.jpg,,,,,,,,,,,,,,,,,,,,,
822.1999999880791,,rt_thecrossant_black,345903,black_plus_sign,,,,50,,,1,0.9090909090909091,,,,,,,,,,,,,,,,,,,
null,,color_black,346004,black_plus_sign,,,,null,,,,,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color),348005,black_plus_sign,,,,null,GW/paint.jpg,GW/snail.jpg,,,,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color),348973,green,,,,null,GW/paint.jpg,GW/snail.jpg,,,,,,,,,,,,,,,,,,,,,
422.7000000178814,,rt_plussign_withcolor,349474,green,,,,49,GW/paint.jpg,GW/snail.jpg,,,,,,,,,,,,,,,,,,,,,
null,,rt_thecrossant_black,350509,black_plus_sign,,,,null,,,0,0.8333333333333334,,,,,,,,,,,,,,,,,,,
null,,color_black,350610,black_plus_sign,,,,null,,,,,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color),352612,black_plus_sign,,,,null,GW/hat.jpg,GW/jukebox.jpg,,,,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color),353180,blue,,,,null,GW/hat.jpg,GW/jukebox.jpg,,,,,,,,,,,,,,,,,,,,,
null,,rt_plussign_withcolor,353681,blue,,,,null,GW/hat.jpg,GW/jukebox.jpg,,,,,,,,,,,,,,,,,,,,,
1092.199999988079,,rt_thecrossant_black,355115,black_plus_sign,,,,49,,,1,0.8461538461538461,,,,,,,,,,,,,,,,,,,
null,,color_black,355216,black_plus_sign,,,,null,,,,,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color),357217,black_plus_sign,,,,null,GW/dustpan.jpg,GW/soldier.jpg,,,,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color),358030,green,,,,null,GW/dustpan.jpg,GW/soldier.jpg,,,,,,,,,,,,,,,,,,,,,
null,,rt_plussign_withcolor,358532,green,,,,null,GW/dustpan.jpg,GW/soldier.jpg,,,,,,,,,,,,,,,,,,,,,
690,,rt_thecrossant_black,359721,black_plus_sign,,,,50,,,1,0.8571428571428571,,,,,,,,,,,,,,,,,,,
null,,color_black,359822,black_plus_sign,,,,null,,,,,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color),361824,black_plus_sign,,,,null,GW/basket.jpg,GW/dustpan.jpg,,,,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color),362773,blue,,,,null,GW/basket.jpg,GW/dustpan.jpg,,,,,,,,,,,,,,,,,,,,,
494.60000002384186,,rt_plussign_withcolor,363274,blue,,,,49,GW/basket.jpg,GW/dustpan.jpg,,,,,,,,,,,,,,,,,,,,,
null,,rt_thecrossant_black,364341,black_plus_sign,,,,null,,,1,0.8666666666666667,,,,,,,,,,,,,,,,,,,
null,,color_black,364442,black_plus_sign,,,,null,,,,,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color),366443,black_plus_sign,,,,null,GW/snail.jpg,GW/teeth.jpg,,,,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color),366898,blue,,,,null,GW/snail.jpg,GW/teeth.jpg,,,,,,,,,,,,,,,,,,,,,
497.59999999403954,,rt_plussign_withcolor,367399,blue,,,,49,GW/snail.jpg,GW/teeth.jpg,,,,,,,,,,,,,,,,,,,,,
null,,rt_thecrossant_black,368946,black_plus_sign,,,,null,,,1,0.875,,,,,,,,,,,,,,,,,,,
null,,color_black,369047,black_plus_sign,,,,null,,,,,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color),371048,black_plus_sign,,,,null,GW/soldier.jpg,GW/hat.jpg,,,,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color),371849,blue,,,,null,GW/soldier.jpg,GW/hat.jpg,,,,,,,,,,,,,,,,,,,,,
409.69999998807907,,rt_plussign_withcolor,372351,blue,,,,49,GW/soldier.jpg,GW/hat.jpg,,,,,,,,,,,,,,,,,,,,,
null,,rt_thecrossant_black,373552,black_plus_sign,,,,null,,,1,0.8823529411764706,,,,,,,,,,,,,,,,,,,
null,,color_black,373653,black_plus_sign,,,,null,,,,,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color),375655,black_plus_sign,,,,null,GW/gong.jpg,GW/basket.jpg,,,,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color),376343,blue,,,,null,GW/gong.jpg,GW/basket.jpg,,,,,,,,,,,,,,,,,,,,,
null,,rt_plussign_withcolor,376844,blue,,,,null,GW/gong.jpg,GW/basket.jpg,,,,,,,,,,,,,,,,,,,,,
939.0999999940395,,rt_thecrossant_black,378158,black_plus_sign,,,,49,,,1,0.8888888888888888,,,,,,,,,,,,,,,,,,,
null,,color_black,378261,black_plus_sign,,,,null,,,,,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color),380263,black_plus_sign,,,,null,GW/dustpan.jpg,GW/soldier.jpg,,,,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color),381278,blue,,,,null,GW/dustpan.jpg,GW/soldier.jpg,,,,,,,,,,,,,,,,,,,,,
null,,rt_plussign_withcolor,381780,blue,,,,null,GW/dustpan.jpg,GW/soldier.jpg,,,,,,,,,,,,,,,,,,,,,
833.2999999821186,,rt_thecrossant_black,382766,black_plus_sign,,,,49,,,1,0.8947368421052632,,,,,,,,,,,,,,,,,,,
null,,color_black,382867,black_plus_sign,,,,null,,,,,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color),384868,black_plus_sign,,,,null,GW/jukebox.jpg,GW/camera.jpg,,,,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color),385631,blue,,,,null,GW/jukebox.jpg,GW/camera.jpg,,,,,,,,,,,,,,,,,,,,,
null,,rt_plussign_withcolor,386133,blue,,,,null,GW/jukebox.jpg,GW/camera.jpg,,,,,,,,,,,,,,,,,,,,,
1145.4000000059605,,rt_thecrossant_black,387373,black_plus_sign,,,,49,,,1,0.9,,,,,,,,,,,,,,,,,,,
null,,color_black,387474,black_plus_sign,,,,null,,,,,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color),389475,black_plus_sign,,,,null,GW/basket.jpg,GW/hat.jpg,,,,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color),390506,green,,,,null,GW/basket.jpg,GW/hat.jpg,,,,,,,,,,,,,,,,,,,,,
null,,rt_plussign_withcolor,391008,green,,,,null,GW/basket.jpg,GW/hat.jpg,,,,,,,,,,,,,,,,,,,,,
976.2999999821186,,rt_thecrossant_black,391978,black_plus_sign,,,,50,,,1,0.9047619047619048,,,,,,,,,,,,,,,,,,,
null,,color_black,392080,black_plus_sign,,,,null,,,,,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color),394081,black_plus_sign,,,,null,GW/soldier.jpg,GW/hat.jpg,,,,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color),395160,green,,,,null,GW/soldier.jpg,GW/hat.jpg,,,,,,,,,,,,,,,,,,,,,
null,,rt_plussign_withcolor,395661,green,,,,null,GW/soldier.jpg,GW/hat.jpg,,,,,,,,,,,,,,,,,,,,,
1264.699999988079,,rt_thecrossant_black,396586,black_plus_sign,,,,50,,,1,0.9090909090909091,,,,,,,,,,,,,,,,,,,
null,,color_black,396687,black_plus_sign,,,,null,,,,,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color),398688,black_plus_sign,,,,null,GW/paint.jpg,GW/gong.jpg,,,,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color),399622,blue,,,,null,GW/paint.jpg,GW/gong.jpg,,,,,,,,,,,,,,,,,,,,,
null,,rt_plussign_withcolor,400123,blue,,,,null,GW/paint.jpg,GW/gong.jpg,,,,,,,,,,,,,,,,,,,,,
1185.0999999940395,,rt_thecrossant_black,401191,black_plus_sign,,,,49,,,1,0.9130434782608695,,,,,,,,,,,,,,,,,,,
null,,color_black,401293,black_plus_sign,,,,null,,,,,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color),403294,black_plus_sign,,,,null,GW/dustpan.jpg,GW/soldier.jpg,,,,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color),404232,blue,,,,null,GW/dustpan.jpg,GW/soldier.jpg,,,,,,,,,,,,,,,,,,,,,
null,,rt_plussign_withcolor,404733,blue,,,,null,GW/dustpan.jpg,GW/soldier.jpg,,,,,,,,,,,,,,,,,,,,,
1094.2999999821186,,rt_thecrossant_black,405798,black_plus_sign,,,,49,,,1,0.9166666666666666,,,,,,,,,,,,,,,,,,,
null,,color_black,405899,black_plus_sign,,,,null,,,,,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color),407901,black_plus_sign,,,,null,GW/soldier.jpg,GW/hat.jpg,,,,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color),408753,blue,,,,null,GW/soldier.jpg,GW/hat.jpg,,,,,,,,,,,,,,,,,,,,,
450.40000000596046,,rt_plussign_withcolor,409254,blue,,,,49,GW/soldier.jpg,GW/hat.jpg,,,,,,,,,,,,,,,,,,,,,
null,,rt_thecrossant_black,410405,black_plus_sign,,,,null,,,1,0.92,,,,,,,,,,,,,,,,,,,
null,,color_black,410507,black_plus_sign,,,,null,,,,,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color),412508,black_plus_sign,,,,null,GW/paint.jpg,GW/gong.jpg,,,,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color),413292,blue,,,,null,GW/paint.jpg,GW/gong.jpg,,,,,,,,,,,,,,,,,,,,,
null,,rt_plussign_withcolor,413794,blue,,,,null,GW/paint.jpg,GW/gong.jpg,,,,,,,,,,,,,,,,,,,,,
1022.6999999880791,,rt_thecrossant_black,415013,black_plus_sign,,,,49,,,1,0.9230769230769231,,,,,,,,,,,,,,,,,,,
null,,color_black,415113,black_plus_sign,,,,null,,,,,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color),417114,black_plus_sign,,,,null,GW/barrel.jpg,GW/paint.jpg,,,,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color),417535,blue,,,,null,GW/barrel.jpg,GW/paint.jpg,,,,,,,,,,,,,,,,,,,,,
null,,rt_plussign_withcolor,418037,blue,,,,null,GW/barrel.jpg,GW/paint.jpg,,,,,,,,,,,,,,,,,,,,,
1098.2999999821186,,rt_thecrossant_black,419618,black_plus_sign,,,,49,,,1,0.9259259259259259,,,,,,,,,,,,,,,,,,,
null,,color_black,419720,black_plus_sign,,,,null,,,,,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color),421722,black_plus_sign,,,,null,GW/snail.jpg,GW/teeth.jpg,,,,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color),422361,blue,,,,null,GW/snail.jpg,GW/teeth.jpg,,,,,,,,,,,,,,,,,,,,,
null,,rt_plussign_withcolor,422863,blue,,,,null,GW/snail.jpg,GW/teeth.jpg,,,,,,,,,,,,,,,,,,,,,
547.3000000119209,,rt_thecrossant_black,424226,black_plus_sign,,,,49,,,1,0.9285714285714286,,,,,,,,,,,,,,,,,,,
null,,color_black,424328,black_plus_sign,,,,null,,,,,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color),426330,black_plus_sign,,,,null,GW/soldier.jpg,GW/globe.jpg,,,,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color),426871,blue,,,,null,GW/soldier.jpg,GW/globe.jpg,,,,,,,,,,,,,,,,,,,,,
427.40000000596046,,rt_plussign_withcolor,427373,blue,,,,49,GW/soldier.jpg,GW/globe.jpg,,,,,,,,,,,,,,,,,,,,,
null,,rt_thecrossant_black,428834,black_plus_sign,,,,null,,,1,0.9310344827586207,,,,,,,,,,,,,,,,,,,
null,,color_black,428935,black_plus_sign,,,,null,,,,,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color),430937,black_plus_sign,,,,null,GW/barrel.jpg,GW/paint.jpg,,,,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color),431970,blue,,,,null,GW/barrel.jpg,GW/paint.jpg,,,,,,,,,,,,,,,,,,,,,
424.59999999403954,,rt_plussign_withcolor,432473,blue,,,,49,GW/barrel.jpg,GW/paint.jpg,,,,,,,,,,,,,,,,,,,,,
null,,rt_thecrossant_black,433444,black_plus_sign,,,,null,,,1,0.9333333333333333,,,,,,,,,,,,,,,,,,,
null,,color_black,433545,black_plus_sign,,,,null,,,,,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color),435547,black_plus_sign,,,,null,GW/gong.jpg,GW/jukebox.jpg,,,,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color),436446,green,,,,null,GW/gong.jpg,GW/jukebox.jpg,,,,,,,,,,,,,,,,,,,,,
null,,rt_plussign_withcolor,436947,green,,,,null,GW/gong.jpg,GW/jukebox.jpg,,,,,,,,,,,,,,,,,,,,,
1250.300000011921,,rt_thecrossant_black,438067,black_plus_sign,,,,50,,,1,0.9354838709677419,,,,,,,,,,,,,,,,,,,
null,,color_black,438168,black_plus_sign,,,,null,,,,,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color),440171,black_plus_sign,,,,null,GW/paint.jpg,GW/gong.jpg,,,,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color),440793,green,,,,null,GW/paint.jpg,GW/gong.jpg,,,,,,,,,,,,,,,,,,,,,
null,,rt_plussign_withcolor,441295,green,,,,null,GW/paint.jpg,GW/gong.jpg,,,,,,,,,,,,,,,,,,,,,
1001.2000000178814,,rt_thecrossant_black,442676,black_plus_sign,,,,50,,,1,0.9375,,,,,,,,,,,,,,,,,,,
null,,color_black,442777,black_plus_sign,,,,null,,,,,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color),444779,black_plus_sign,,,,null,GW/barrel.jpg,GW/paint.jpg,,,,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color),445394,green,,,,null,GW/barrel.jpg,GW/paint.jpg,,,,,,,,,,,,,,,,,,,,,
null,,rt_plussign_withcolor,445896,green,,,,null,GW/barrel.jpg,GW/paint.jpg,,,,,,,,,,,,,,,,,,,,,
772.0999999940395,,rt_thecrossant_black,447286,black_plus_sign,,,,50,,,1,0.9393939393939394,,,,,,,,,,,,,,,,,,,
null,,color_black,447388,black_plus_sign,,,,null,,,,,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color),449389,black_plus_sign,,,,null,GW/dustpan.jpg,GW/hat.jpg,,,,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color),450431,green,,,,null,GW/dustpan.jpg,GW/hat.jpg,,,,,,,,,,,,,,,,,,,,,
null,,rt_plussign_withcolor,450934,green,,,,null,GW/dustpan.jpg,GW/hat.jpg,,,,,,,,,,,,,,,,,,,,,
862,,rt_thecrossant_black,451894,black_plus_sign,,,,50,,,1,0.9411764705882353,,,,,,,,,,,,,,,,,,,
null,,color_black,451995,black_plus_sign,,,,null,,,,,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color),453996,black_plus_sign,,,,null,GW/soldier.jpg,GW/hat.jpg,,,,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color),454642,blue,,,,null,GW/soldier.jpg,GW/hat.jpg,,,,,,,,,,,,,,,,,,,,,
null,,rt_plussign_withcolor,455143,blue,,,,null,GW/soldier.jpg,GW/hat.jpg,,,,,,,,,,,,,,,,,,,,,
1263.2000000178814,,rt_thecrossant_black,456500,black_plus_sign,,,,49,,,1,0.9428571428571428,,,,,,,,,,,,,,,,,,,
null,,color_black,456609,black_plus_sign,,,,null,,,,,,,,,,,,,,,,,,,,,,,
