rt,responses,trial_type,time_elapsed,stimulus,graphorder,button_pressed,response,key_press,stimulus_left,stimulus_right,cumulative_accuracy,accuracy,stimulus_down_left,stimulus_down_mid,stimulus_down_right,stimulus_correct,stimulus_short,stimulus_far,weighted_accuracy,missedtrial,condition,specific_pairs
636.9000000953674,,prac_atten_color_black,226553,black_plus_sign,,,,50,,,,,,,,,,,,,,
null,,prac_atten_color_black,227361,black_plus_sign,,,,null,,,,,,,,,,,,,,
null,,prac_atten_color,227947,prac_stop_color,,,,null,,,,,,,,,,,,,,
372.89999997615814,,prac_atten_color_black,229950,black_plus_sign,,,,49,,,,,,,,,,,,,,
12075.200000047684,,attentioncheck_help,242026,instruct,,,,32,,,,,,,,,,,,,,
null,,prac_atten_color_black,242843,black_plus_sign,,,,null,,,,,,,,,,,,,,
null,,prac_atten_color,243309,prac_stop_color,,,,null,,,,,,,,,,,,,,
1378.6000000238419,,prac_atten_color_black,245313,black_plus_sign,,,,49,,,,,,,,,,,,,,
null,,prac_atten_color_black,246251,black_plus_sign,,,,null,,,,,,,,,,,,,,
null,,prac_atten_color,246692,prac_stop_color,,,,null,,,,,,,,,,,,,,
932,,prac_atten_color_black,248694,black_plus_sign,,,,50,,,,,,,,,,,,,,
null,,prac_atten_color_black,249657,black_plus_sign,,,,null,,,,,,,,,,,,,,
null,,prac_atten_color,250384,prac_stop_color,,,,null,,,,,,,,,,,,,,
585.6999999284744,,prac_atten_color_black,252385,black_plus_sign,,,,50,,,,,,,,,,,,,,
null,,prac_atten_color_black,253061,black_plus_sign,,,,null,,,,,,,,,,,,,,
null,,prac_atten_color,253607,prac_stop_color,,,,null,,,,,,,,,,,,,,
901.0999999046326,,prac_atten_color_black,255609,black_plus_sign,,,,49,,,,,,,,,,,,,,
null,,prac_atten_color_black,256466,black_plus_sign,,,,null,,,,,,,,,,,,,,
null,,prac_atten_color,257416,prac_stop_color,,,,null,,,,,,,,,,,,,,
363.7999999523163,,prac_atten_color_black,259419,black_plus_sign,,,,50,,,,,,,,,,,,,,
null,,prac_atten_color_black,259872,black_plus_sign,,,,null,,,,,,,,,,,,,,
null,,prac_atten_color,260797,prac_stop_color,,,,null,,,,,,,,,,,,,,
407.59999990463257,,prac_atten_color_black,262799,black_plus_sign,,,,49,,,,,,,,,,,,,,
null,,prac_atten_color_black,263278,black_plus_sign,,,,null,,,,,,,,,,,,,,
null,,prac_atten_color,264003,prac_stop_color,,,,null,,,,,,,,,,,,,,
610.2999999523163,,prac_atten_color_black,266004,black_plus_sign,,,,49,,,,,,,,,,,,,,
11855.699999928474,,attentioncheck_feedback,277862,cross_check_feedback,,0,,,,,,,,,,,,,,,,
49645.39999997616,,last_instruct,327507,instruct,,,,32,,,,,,,,,,,,,,
null,,learn_phase(without_color),329509,black_plus_sign,,,,null,GW/snail.jpg,GW/gong.jpg,,,,,,,,,,,,
null,,black_cross(without_color),330398,green,,,,null,GW/snail.jpg,GW/gong.jpg,,,,,,,,,,,,
null,,rt_plussign_withcolor,330900,green,,,,null,GW/snail.jpg,GW/gong.jpg,,,,,,,,,,,,
null,,rt_thecrossant_black,332015,black_plus_sign,,,,null,,,NaN,,,,,,,,,,,
null,,color_black,332120,black_plus_sign,,,,null,,,,,,,,,,,,,,
null,,learn_phase(without_color),334122,black_plus_sign,,,,null,GW/snail.jpg,GW/globe.jpg,,,,,,,,,,,,
null,,black_cross(without_color),334641,green,,,,null,GW/snail.jpg,GW/globe.jpg,,,,,,,,,,,,
null,,rt_plussign_withcolor,335142,green,,,,null,GW/snail.jpg,GW/globe.jpg,,,,,,,,,,,,
1479.6000000238419,,rt_thecrossant_black,336631,black_plus_sign,,,,50,,,1,1,,,,,,,,,,
null,,color_black,336733,black_plus_sign,,,,null,,,,,,,,,,,,,,
null,,learn_phase(without_color),338735,black_plus_sign,,,,null,GW/globe.jpg,GW/dustpan.jpg,,,,,,,,,,,,
null,,black_cross(without_color),339374,green,,,,null,GW/globe.jpg,GW/dustpan.jpg,,,,,,,,,,,,
null,,rt_plussign_withcolor,339876,green,,,,null,GW/globe.jpg,GW/dustpan.jpg,,,,,,,,,,,,
1601.2999999523163,,rt_thecrossant_black,341241,black_plus_sign,,,,50,,,1,1,,,,,,,,,,
null,,color_black,341342,black_plus_sign,,,,null,,,,,,,,,,,,,,
null,,learn_phase(without_color),343344,black_plus_sign,,,,null,GW/camera.jpg,GW/paint.jpg,,,,,,,,,,,,
null,,black_cross(without_color),343869,blue,,,,null,GW/camera.jpg,GW/paint.jpg,,,,,,,,,,,,
null,,rt_plussign_withcolor,344370,blue,,,,null,GW/camera.jpg,GW/paint.jpg,,,,,,,,,,,,
1651.9000000953674,,rt_thecrossant_black,345849,black_plus_sign,,,,49,,,1,1,,,,,,,,,,
null,,color_black,345951,black_plus_sign,,,,null,,,,,,,,,,,,,,
null,,learn_phase(without_color),347953,black_plus_sign,,,,null,GW/jukebox.jpg,GW/basket.jpg,,,,,,,,,,,,
null,,black_cross(without_color),348905,blue,,,,null,GW/jukebox.jpg,GW/basket.jpg,,,,,,,,,,,,
null,,rt_plussign_withcolor,349408,blue,,,,null,GW/jukebox.jpg,GW/basket.jpg,,,,,,,,,,,,
1460.2999999523163,,rt_thecrossant_black,350458,black_plus_sign,,,,49,,,1,1,,,,,,,,,,
null,,color_black,350560,black_plus_sign,,,,null,,,,,,,,,,,,,,
null,,learn_phase(without_color),352563,black_plus_sign,,,,null,GW/basket.jpg,GW/gong.jpg,,,,,,,,,,,,
null,,black_cross(without_color),353563,green,,,,null,GW/basket.jpg,GW/gong.jpg,,,,,,,,,,,,
null,,rt_plussign_withcolor,354064,green,,,,null,GW/basket.jpg,GW/gong.jpg,,,,,,,,,,,,
null,,rt_thecrossant_black,355068,black_plus_sign,,,,null,,,1,,,,,,,,,,,
null,,color_black,355169,black_plus_sign,,,,null,,,,,,,,,,,,,,
null,,learn_phase(without_color),357172,black_plus_sign,,,,null,GW/snail.jpg,GW/globe.jpg,,,,,,,,,,,,
null,,black_cross(without_color),358088,green,,,,null,GW/snail.jpg,GW/globe.jpg,,,,,,,,,,,,
null,,rt_plussign_withcolor,358589,green,,,,null,GW/snail.jpg,GW/globe.jpg,,,,,,,,,,,,
null,,rt_thecrossant_black,359677,black_plus_sign,,,,null,,,1,,,,,,,,,,,
null,,warning_page,362679,warning,,,,null,,,,,,,,,,,,,,
null,,color_black,362780,black_plus_sign,,,,null,,,,,,,,,,,,,,
null,,learn_phase(without_color),364783,black_plus_sign,,,,null,GW/globe.jpg,GW/dustpan.jpg,,,,,,,,,,,,
null,,black_cross(without_color),365242,blue,,,,null,GW/globe.jpg,GW/dustpan.jpg,,,,,,,,,,,,
null,,rt_plussign_withcolor,365743,blue,,,,null,GW/globe.jpg,GW/dustpan.jpg,,,,,,,,,,,,
null,,rt_thecrossant_black,367287,black_plus_sign,,,,null,,,1,,,,,,,,,,,
null,,warning_page,370289,warning,,,,null,,,,,,,,,,,,,,
null,,color_black,370391,black_plus_sign,,,,null,,,,,,,,,,,,,,
null,,learn_phase(without_color),372393,black_plus_sign,,,,null,GW/basket.jpg,GW/snail.jpg,,,,,,,,,,,,
null,,black_cross(without_color),373166,green,,,,null,GW/basket.jpg,GW/snail.jpg,,,,,,,,,,,,
null,,rt_plussign_withcolor,373677,green,,,,null,GW/basket.jpg,GW/snail.jpg,,,,,,,,,,,,
1437,,rt_thecrossant_black,374908,black_plus_sign,,,,50,,,1,1,,,,,,,,,,
null,,color_black,375010,black_plus_sign,,,,null,,,,,,,,,,,,,,
null,,learn_phase(without_color),377011,black_plus_sign,,,,null,GW/camera.jpg,GW/paint.jpg,,,,,,,,,,,,
null,,black_cross(without_color),377418,green,,,,null,GW/camera.jpg,GW/paint.jpg,,,,,,,,,,,,
null,,rt_plussign_withcolor,377920,green,,,,null,GW/camera.jpg,GW/paint.jpg,,,,,,,,,,,,
1304.3999999761581,,rt_thecrossant_black,379518,black_plus_sign,,,,50,,,1,1,,,,,,,,,,
null,,color_black,379619,black_plus_sign,,,,null,,,,,,,,,,,,,,
null,,learn_phase(without_color),381621,black_plus_sign,,,,null,GW/gong.jpg,GW/hat.jpg,,,,,,,,,,,,
null,,black_cross(without_color),382208,blue,,,,null,GW/gong.jpg,GW/hat.jpg,,,,,,,,,,,,
null,,rt_plussign_withcolor,382710,blue,,,,null,GW/gong.jpg,GW/hat.jpg,,,,,,,,,,,,
1283.4000000953674,,rt_thecrossant_black,384126,black_plus_sign,,,,49,,,1,1,,,,,,,,,,
null,,color_black,384232,black_plus_sign,,,,null,,,,,,,,,,,,,,
null,,learn_phase(without_color),386234,black_plus_sign,,,,null,GW/camera.jpg,GW/wheelchair.jpg,,,,,,,,,,,,
null,,black_cross(without_color),386785,blue,,,,null,GW/camera.jpg,GW/wheelchair.jpg,,,,,,,,,,,,
null,,rt_plussign_withcolor,387286,blue,,,,null,GW/camera.jpg,GW/wheelchair.jpg,,,,,,,,,,,,
1412.2000000476837,,rt_thecrossant_black,388738,black_plus_sign,,,,49,,,1,1,,,,,,,,,,
null,,color_black,388840,black_plus_sign,,,,null,,,,,,,,,,,,,,
null,,learn_phase(without_color),390841,black_plus_sign,,,,null,GW/barrel.jpg,GW/jukebox.jpg,,,,,,,,,,,,
null,,black_cross(without_color),391894,blue,,,,null,GW/barrel.jpg,GW/jukebox.jpg,,,,,,,,,,,,
null,,rt_plussign_withcolor,392396,blue,,,,null,GW/barrel.jpg,GW/jukebox.jpg,,,,,,,,,,,,
1366.0999999046326,,rt_thecrossant_black,393347,black_plus_sign,,,,49,,,1,1,,,,,,,,,,
null,,color_black,393448,black_plus_sign,,,,null,,,,,,,,,,,,,,
null,,learn_phase(without_color),395450,black_plus_sign,,,,null,GW/jukebox.jpg,GW/basket.jpg,,,,,,,,,,,,
null,,black_cross(without_color),395958,blue,,,,null,GW/jukebox.jpg,GW/basket.jpg,,,,,,,,,,,,
null,,rt_plussign_withcolor,396461,blue,,,,null,GW/jukebox.jpg,GW/basket.jpg,,,,,,,,,,,,
1827.9000000953674,,rt_thecrossant_black,397957,black_plus_sign,,,,49,,,1,1,,,,,,,,,,
null,,color_black,398065,black_plus_sign,,,,null,,,,,,,,,,,,,,
null,,learn_phase(without_color),400067,black_plus_sign,,,,null,GW/snail.jpg,GW/teeth.jpg,,,,,,,,,,,,
null,,black_cross(without_color),400842,blue,,,,null,GW/snail.jpg,GW/teeth.jpg,,,,,,,,,,,,
null,,rt_plussign_withcolor,401343,blue,,,,null,GW/snail.jpg,GW/teeth.jpg,,,,,,,,,,,,
1237.2000000476837,,rt_thecrossant_black,402574,black_plus_sign,,,,49,,,1,1,,,,,,,,,,
null,,color_black,402675,black_plus_sign,,,,null,,,,,,,,,,,,,,
null,,learn_phase(without_color),404677,black_plus_sign,,,,null,GW/gong.jpg,GW/hat.jpg,,,,,,,,,,,,
null,,black_cross(without_color),405112,blue,,,,null,GW/gong.jpg,GW/hat.jpg,,,,,,,,,,,,
null,,rt_plussign_withcolor,405613,blue,,,,null,GW/gong.jpg,GW/hat.jpg,,,,,,,,,,,,
1635.2999999523163,,rt_thecrossant_black,407195,black_plus_sign,,,,49,,,1,1,,,,,,,,,,
null,,color_black,407298,black_plus_sign,,,,null,,,,,,,,,,,,,,
null,,learn_phase(without_color),409300,black_plus_sign,,,,null,GW/basket.jpg,GW/gong.jpg,,,,,,,,,,,,
null,,black_cross(without_color),409958,green,,,,null,GW/basket.jpg,GW/gong.jpg,,,,,,,,,,,,
null,,rt_plussign_withcolor,410462,green,,,,null,GW/basket.jpg,GW/gong.jpg,,,,,,,,,,,,
897.2000000476837,,rt_thecrossant_black,411808,black_plus_sign,,,,49,,,0.9230769230769231,0,,,,,,,,,,
null,,color_black,411911,black_plus_sign,,,,null,,,,,,,,,,,,,,
null,,learn_phase(without_color),413913,black_plus_sign,,,,null,GW/camera.jpg,GW/paint.jpg,,,,,,,,,,,,
null,,black_cross(without_color),414901,blue,,,,null,GW/camera.jpg,GW/paint.jpg,,,,,,,,,,,,
null,,rt_plussign_withcolor,415402,blue,,,,null,GW/camera.jpg,GW/paint.jpg,,,,,,,,,,,,
1544.6999999284744,,rt_thecrossant_black,416417,black_plus_sign,,,,49,,,0.9285714285714286,1,,,,,,,,,,
null,,color_black,416523,black_plus_sign,,,,null,,,,,,,,,,,,,,
null,,learn_phase(without_color),418526,black_plus_sign,,,,null,GW/barrel.jpg,GW/camera.jpg,,,,,,,,,,,,
null,,black_cross(without_color),419064,blue,,,,null,GW/barrel.jpg,GW/camera.jpg,,,,,,,,,,,,
null,,rt_plussign_withcolor,419567,blue,,,,null,GW/barrel.jpg,GW/camera.jpg,,,,,,,,,,,,
1920.7999999523163,,rt_thecrossant_black,421031,black_plus_sign,,,,49,,,0.9333333333333333,1,,,,,,,,,,
null,,color_black,421134,black_plus_sign,,,,null,,,,,,,,,,,,,,
null,,learn_phase(without_color),423136,black_plus_sign,,,,null,GW/camera.jpg,GW/paint.jpg,,,,,,,,,,,,
null,,black_cross(without_color),424148,green,,,,null,GW/camera.jpg,GW/paint.jpg,,,,,,,,,,,,
null,,rt_plussign_withcolor,424650,green,,,,null,GW/camera.jpg,GW/paint.jpg,,,,,,,,,,,,
1516.9000000953674,,rt_thecrossant_black,425642,black_plus_sign,,,,50,,,0.9375,1,,,,,,,,,,
null,,color_black,425744,black_plus_sign,,,,null,,,,,,,,,,,,,,
null,,learn_phase(without_color),427746,black_plus_sign,,,,null,GW/globe.jpg,GW/gong.jpg,,,,,,,,,,,,
null,,black_cross(without_color),428252,green,,,,null,GW/globe.jpg,GW/gong.jpg,,,,,,,,,,,,
null,,rt_plussign_withcolor,428756,green,,,,null,GW/globe.jpg,GW/gong.jpg,,,,,,,,,,,,
1778.3999999761581,,rt_thecrossant_black,430253,black_plus_sign,,,,50,,,0.9411764705882353,1,,,,,,,,,,
null,,color_black,430356,black_plus_sign,,,,null,,,,,,,,,,,,,,
null,,learn_phase(without_color),432358,black_plus_sign,,,,null,GW/barrel.jpg,GW/jukebox.jpg,,,,,,,,,,,,
null,,black_cross(without_color),432789,blue,,,,null,GW/barrel.jpg,GW/jukebox.jpg,,,,,,,,,,,,
null,,rt_plussign_withcolor,433291,blue,,,,null,GW/barrel.jpg,GW/jukebox.jpg,,,,,,,,,,,,
1264,,rt_thecrossant_black,434862,black_plus_sign,,,,49,,,0.9444444444444444,1,,,,,,,,,,
null,,color_black,434964,black_plus_sign,,,,null,,,,,,,,,,,,,,
null,,learn_phase(without_color),436966,black_plus_sign,,,,null,GW/hat.jpg,GW/wheelchair.jpg,,,,,,,,,,,,
null,,black_cross(without_color),437847,green,,,,null,GW/hat.jpg,GW/wheelchair.jpg,,,,,,,,,,,,
null,,rt_plussign_withcolor,438349,green,,,,null,GW/hat.jpg,GW/wheelchair.jpg,,,,,,,,,,,,
1103,,rt_thecrossant_black,439471,black_plus_sign,,,,50,,,0.9473684210526315,1,,,,,,,,,,
null,,color_black,439573,black_plus_sign,,,,null,,,,,,,,,,,,,,
null,,learn_phase(without_color),441575,black_plus_sign,,,,null,GW/barrel.jpg,GW/jukebox.jpg,,,,,,,,,,,,
null,,black_cross(without_color),442228,green,,,,null,GW/barrel.jpg,GW/jukebox.jpg,,,,,,,,,,,,
null,,rt_plussign_withcolor,442730,green,,,,null,GW/barrel.jpg,GW/jukebox.jpg,,,,,,,,,,,,
1806.6000000238419,,rt_thecrossant_black,444082,black_plus_sign,,,,50,,,0.95,1,,,,,,,,,,
null,,color_black,444183,black_plus_sign,,,,null,,,,,,,,,,,,,,
null,,learn_phase(without_color),446185,black_plus_sign,,,,null,GW/snail.jpg,GW/globe.jpg,,,,,,,,,,,,
null,,black_cross(without_color),446707,blue,,,,null,GW/snail.jpg,GW/globe.jpg,,,,,,,,,,,,
null,,rt_plussign_withcolor,447209,blue,,,,null,GW/snail.jpg,GW/globe.jpg,,,,,,,,,,,,
1411.2000000476837,,rt_thecrossant_black,448690,black_plus_sign,,,,49,,,0.9523809523809523,1,,,,,,,,,,
null,,color_black,448792,black_plus_sign,,,,null,,,,,,,,,,,,,,
null,,learn_phase(without_color),450793,black_plus_sign,,,,null,GW/hat.jpg,GW/wheelchair.jpg,,,,,,,,,,,,
null,,black_cross(without_color),451229,blue,,,,null,GW/hat.jpg,GW/wheelchair.jpg,,,,,,,,,,,,
null,,rt_plussign_withcolor,451730,blue,,,,null,GW/hat.jpg,GW/wheelchair.jpg,,,,,,,,,,,,
1514.6000000238419,,rt_thecrossant_black,453298,black_plus_sign,,,,49,,,0.9545454545454546,1,,,,,,,,,,
null,,color_black,453400,black_plus_sign,,,,null,,,,,,,,,,,,,,
null,,learn_phase(without_color),455402,black_plus_sign,,,,null,GW/barrel.jpg,GW/jukebox.jpg,,,,,,,,,,,,
null,,black_cross(without_color),456128,blue,,,,null,GW/barrel.jpg,GW/jukebox.jpg,,,,,,,,,,,,
null,,rt_plussign_withcolor,456630,blue,,,,null,GW/barrel.jpg,GW/jukebox.jpg,,,,,,,,,,,,
1222.7000000476837,,rt_thecrossant_black,457907,black_plus_sign,,,,49,,,0.9565217391304348,1,,,,,,,,,,
null,,color_black,458007,black_plus_sign,,,,null,,,,,,,,,,,,,,
null,,learn_phase(without_color),460009,black_plus_sign,,,,null,GW/hat.jpg,GW/wheelchair.jpg,,,,,,,,,,,,
null,,black_cross(without_color),460511,blue,,,,null,GW/hat.jpg,GW/wheelchair.jpg,,,,,,,,,,,,
null,,rt_plussign_withcolor,461013,blue,,,,null,GW/hat.jpg,GW/wheelchair.jpg,,,,,,,,,,,,
1544.9000000953674,,rt_thecrossant_black,462515,black_plus_sign,,,,49,,,0.9583333333333334,1,,,,,,,,,,
null,,color_black,462617,black_plus_sign,,,,null,,,,,,,,,,,,,,
null,,learn_phase(without_color),464618,black_plus_sign,,,,null,GW/snail.jpg,GW/gong.jpg,,,,,,,,,,,,
null,,black_cross(without_color),465578,blue,,,,null,GW/snail.jpg,GW/gong.jpg,,,,,,,,,,,,
null,,rt_plussign_withcolor,466079,blue,,,,null,GW/snail.jpg,GW/gong.jpg,,,,,,,,,,,,
1336.8000000715256,,rt_thecrossant_black,467122,black_plus_sign,,,,49,,,0.96,1,,,,,,,,,,
null,,color_black,467224,black_plus_sign,,,,null,,,,,,,,,,,,,,
null,,learn_phase(without_color),469226,black_plus_sign,,,,null,GW/jukebox.jpg,GW/hat.jpg,,,,,,,,,,,,
null,,black_cross(without_color),470081,blue,,,,null,GW/jukebox.jpg,GW/hat.jpg,,,,,,,,,,,,
null,,rt_plussign_withcolor,470582,blue,,,,null,GW/jukebox.jpg,GW/hat.jpg,,,,,,,,,,,,
1636.8999999761581,,rt_thecrossant_black,471731,black_plus_sign,,,,49,,,0.9615384615384616,1,,,,,,,,,,
null,,color_black,471832,black_plus_sign,,,,null,,,,,,,,,,,,,,
null,,learn_phase(without_color),473834,black_plus_sign,,,,null,GW/camera.jpg,GW/wheelchair.jpg,,,,,,,,,,,,
null,,black_cross(without_color),474500,green,,,,null,GW/camera.jpg,GW/wheelchair.jpg,,,,,,,,,,,,
null,,rt_plussign_withcolor,475002,green,,,,null,GW/camera.jpg,GW/wheelchair.jpg,,,,,,,,,,,,
1681.5,,rt_thecrossant_black,476340,black_plus_sign,,,,50,,,0.9629629629629629,1,,,,,,,,,,
null,,color_black,476442,black_plus_sign,,,,null,,,,,,,,,,,,,,
null,,learn_phase(without_color),478444,black_plus_sign,,,,null,GW/soldier.jpg,GW/barrel.jpg,,,,,,,,,,,,
null,,black_cross(without_color),479114,green,,,,null,GW/soldier.jpg,GW/barrel.jpg,,,,,,,,,,,,
null,,rt_plussign_withcolor,479616,green,,,,null,GW/soldier.jpg,GW/barrel.jpg,,,,,,,,,,,,
1433.6000000238419,,rt_thecrossant_black,480949,black_plus_sign,,,,50,,,0.9642857142857143,1,,,,,,,,,,
null,,color_black,481051,black_plus_sign,,,,null,,,,,,,,,,,,,,
null,,learn_phase(without_color),483053,black_plus_sign,,,,null,GW/snail.jpg,GW/gong.jpg,,,,,,,,,,,,
null,,black_cross(without_color),483869,blue,,,,null,GW/snail.jpg,GW/gong.jpg,,,,,,,,,,,,
null,,rt_plussign_withcolor,484382,blue,,,,null,GW/snail.jpg,GW/gong.jpg,,,,,,,,,,,,
1656.3000000715256,,rt_thecrossant_black,485570,black_plus_sign,,,,49,,,0.9655172413793104,1,,,,,,,,,,
null,,color_black,485673,black_plus_sign,,,,null,,,,,,,,,,,,,,
null,,learn_phase(without_color),487674,black_plus_sign,,,,null,GW/camera.jpg,GW/paint.jpg,,,,,,,,,,,,
null,,black_cross(without_color),488124,blue,,,,null,GW/camera.jpg,GW/paint.jpg,,,,,,,,,,,,
null,,rt_plussign_withcolor,488626,blue,,,,null,GW/camera.jpg,GW/paint.jpg,,,,,,,,,,,,
1653.1000000238419,,rt_thecrossant_black,490180,black_plus_sign,,,,49,,,0.9666666666666667,1,,,,,,,,,,
null,,color_black,490282,black_plus_sign,,,,null,,,,,,,,,,,,,,
null,,learn_phase(without_color),492284,black_plus_sign,,,,null,GW/basket.jpg,GW/snail.jpg,,,,,,,,,,,,
null,,black_cross(without_color),492847,blue,,,,null,GW/basket.jpg,GW/snail.jpg,,,,,,,,,,,,
null,,rt_plussign_withcolor,493349,blue,,,,null,GW/basket.jpg,GW/snail.jpg,,,,,,,,,,,,
1276.6000000238419,,rt_thecrossant_black,494804,black_plus_sign,,,,49,,,0.967741935483871,1,,,,,,,,,,
null,,color_black,494906,black_plus_sign,,,,null,,,,,,,,,,,,,,
null,,learn_phase(without_color),496908,black_plus_sign,,,,null,GW/snail.jpg,GW/teeth.jpg,,,,,,,,,,,,
null,,black_cross(without_color),497459,blue,,,,null,GW/snail.jpg,GW/teeth.jpg,,,,,,,,,,,,
null,,rt_plussign_withcolor,497960,blue,,,,null,GW/snail.jpg,GW/teeth.jpg,,,,,,,,,,,,
1457.2999999523163,,rt_thecrossant_black,499414,black_plus_sign,,,,49,,,0.96875,1,,,,,,,,,,
null,,color_black,499515,black_plus_sign,,,,null,,,,,,,,,,,,,,
null,,learn_phase(without_color),501517,black_plus_sign,,,,null,GW/snail.jpg,GW/gong.jpg,,,,,,,,,,,,
null,,black_cross(without_color),502387,blue,,,,null,GW/snail.jpg,GW/gong.jpg,,,,,,,,,,,,
null,,rt_plussign_withcolor,502887,blue,,,,null,GW/snail.jpg,GW/gong.jpg,,,,,,,,,,,,
1285,,rt_thecrossant_black,504021,black_plus_sign,,,,49,,,0.9696969696969697,1,,,,,,,,,,
null,,color_black,504122,black_plus_sign,,,,null,,,,,,,,,,,,,,
null,,learn_phase(without_color),506123,black_plus_sign,,,,null,GW/soldier.jpg,GW/barrel.jpg,,,,,,,,,,,,
null,,black_cross(without_color),506987,blue,,,,null,GW/soldier.jpg,GW/barrel.jpg,,,,,,,,,,,,
null,,rt_plussign_withcolor,507489,blue,,,,null,GW/soldier.jpg,GW/barrel.jpg,,,,,,,,,,,,
1581.7999999523163,,rt_thecrossant_black,508629,black_plus_sign,,,,49,,,0.9705882352941176,1,,,,,,,,,,
null,,color_black,508731,black_plus_sign,,,,null,,,,,,,,,,,,,,
null,,learn_phase(without_color),510733,black_plus_sign,,,,null,GW/barrel.jpg,GW/camera.jpg,,,,,,,,,,,,
null,,black_cross(without_color),511462,green,,,,null,GW/barrel.jpg,GW/camera.jpg,,,,,,,,,,,,
null,,rt_plussign_withcolor,511964,green,,,,null,GW/barrel.jpg,GW/camera.jpg,,,,,,,,,,,,
1820.1000000238419,,rt_thecrossant_black,513239,black_plus_sign,,,,50,,,0.9714285714285714,1,,,,,,,,,,
null,,color_black,513342,black_plus_sign,,,,null,,,,,,,,,,,,,,
null,,learn_phase(without_color),515343,black_plus_sign,,,,null,GW/gong.jpg,GW/hat.jpg,,,,,,,,,,,,
null,,black_cross(without_color),516276,blue,,,,null,GW/gong.jpg,GW/hat.jpg,,,,,,,,,,,,
null,,rt_plussign_withcolor,516778,blue,,,,null,GW/gong.jpg,GW/hat.jpg,,,,,,,,,,,,
1710.6000000238419,,rt_thecrossant_black,517849,black_plus_sign,,,,49,,,0.9722222222222222,1,,,,,,,,,,
null,,color_black,517951,black_plus_sign,,,,null,,,,,,,,,,,,,,
null,,learn_phase(without_color),519953,black_plus_sign,,,,null,GW/soldier.jpg,GW/barrel.jpg,,,,,,,,,,,,
null,,black_cross(without_color),520750,blue,,,,null,GW/soldier.jpg,GW/barrel.jpg,,,,,,,,,,,,
null,,rt_plussign_withcolor,521252,blue,,,,null,GW/soldier.jpg,GW/barrel.jpg,,,,,,,,,,,,
1664,,rt_thecrossant_black,522462,black_plus_sign,,,,49,,,0.972972972972973,1,,,,,,,,,,
null,,color_black,522564,black_plus_sign,,,,null,,,,,,,,,,,,,,
null,,learn_phase(without_color),524566,black_plus_sign,,,,null,GW/jukebox.jpg,GW/hat.jpg,,,,,,,,,,,,
null,,black_cross(without_color),525469,green,,,,null,GW/jukebox.jpg,GW/hat.jpg,,,,,,,,,,,,
null,,rt_plussign_withcolor,525970,green,,,,null,GW/jukebox.jpg,GW/hat.jpg,,,,,,,,,,,,
1618.6000000238419,,rt_thecrossant_black,527071,black_plus_sign,,,,50,,,0.9736842105263158,1,,,,,,,,,,
null,,color_black,527173,black_plus_sign,,,,null,,,,,,,,,,,,,,
null,,learn_phase(without_color),529175,black_plus_sign,,,,null,GW/globe.jpg,GW/gong.jpg,,,,,,,,,,,,
null,,black_cross(without_color),530102,green,,,,null,GW/globe.jpg,GW/gong.jpg,,,,,,,,,,,,
