rt,responses,trial_type,time_elapsed,sequence,stimulus,graphorder,button_pressed,response,key_press,stimulus_left,stimulus_right,accuracy,cumulative_accuracy,stimulus_down_left,stimulus_down_mid,stimulus_down_right,stimulus_correct,stimulus_short,stimulus_far,weighted_accuracy,missedtrial,condition,specific_pairs,imgL_ID,imgR_ID,linedress,linedressed,linedressed_detor,detour_trial
null,,black_cross(without_color),335903,,yellow,,,,null,GW/cornwall.png,GW/peoria.png,,,,,,,,,,,,,,,,,,
null,,rt_plussign_withcolor,336406,,yellow,,,,null,GW/cornwall.png,GW/peoria.png,,,,,,,,,,,,,,,,,,
1371,,rt_thecrossant_black,337329,,black_plus_sign,,,,50,,,1,1,,,,,,,,,,,,,,,,
null,,color_black,337436,,black_plus_sign,,,,null,,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color),340442,,black_plus_sign,,,,null,GW/racine.png,GW/westpalmbeach.png,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color),341234,,yellow,,,,null,GW/racine.png,GW/westpalmbeach.png,,,,,,,,,,,,,,,,,,
null,,rt_plussign_withcolor,341737,,yellow,,,,null,GW/racine.png,GW/westpalmbeach.png,,,,,,,,,,,,,,,,,,
1807,,rt_thecrossant_black,342958,,black_plus_sign,,,,50,,,1,1,,,,,,,,,,,,,,,,
null,,color_black,343064,,black_plus_sign,,,,null,,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color),346071,,black_plus_sign,,,,null,GW/hanover.png,GW/carmel.png,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color),346803,,yellow,,,,null,GW/hanover.png,GW/carmel.png,,,,,,,,,,,,,,,,,,
null,,rt_plussign_withcolor,347306,,yellow,,,,null,GW/hanover.png,GW/carmel.png,,,,,,,,,,,,,,,,,,
934,,rt_thecrossant_black,348586,,black_plus_sign,,,,50,,,1,1,,,,,,,,,,,,,,,,
null,,color_black,348693,,black_plus_sign,,,,null,,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color),351700,,black_plus_sign,,,,null,GW/shreveport.png,GW/hotsprings.png,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color),352443,,yellow,,,,null,GW/shreveport.png,GW/hotsprings.png,,,,,,,,,,,,,,,,,,
null,,rt_plussign_withcolor,352945,,yellow,,,,null,GW/shreveport.png,GW/hotsprings.png,,,,,,,,,,,,,,,,,,
null,,rt_thecrossant_black,354217,,black_plus_sign,,,,null,,,,1,,,,,,,,,,,,,,,,
null,,color_black,354323,,black_plus_sign,,,,null,,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color),357330,,black_plus_sign,,,,null,GW/racine.png,GW/westpalmbeach.png,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color),357838,,blue,,,,null,GW/racine.png,GW/westpalmbeach.png,,,,,,,,,,,,,,,,,,
null,,rt_plussign_withcolor,358340,,blue,,,,null,GW/racine.png,GW/westpalmbeach.png,,,,,,,,,,,,,,,,,,
1079.0000000000582,,rt_thecrossant_black,359846,,black_plus_sign,,,,49,,,1,1,,,,,,,,,,,,,,,,
null,,color_black,359953,,black_plus_sign,,,,null,,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color),362960,,black_plus_sign,,,,null,GW/peoria.png,GW/cornwall.png,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color),363619,,yellow,,,,null,GW/peoria.png,GW/cornwall.png,,,,,,,,,,,,,,,,,,
null,,rt_plussign_withcolor,364122,,yellow,,,,null,GW/peoria.png,GW/cornwall.png,,,,,,,,,,,,,,,,,,
666,,rt_thecrossant_black,365477,,black_plus_sign,,,,50,,,1,1,,,,,,,,,,,,,,,,
null,,color_black,365584,,black_plus_sign,,,,null,,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color),368592,,black_plus_sign,,,,null,GW/shreveport.png,GW/hotsprings.png,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color),369322,,blue,,,,null,GW/shreveport.png,GW/hotsprings.png,,,,,,,,,,,,,,,,,,
null,,rt_plussign_withcolor,369824,,blue,,,,null,GW/shreveport.png,GW/hotsprings.png,,,,,,,,,,,,,,,,,,
1017,,rt_thecrossant_black,371108,,black_plus_sign,,,,49,,,1,1,,,,,,,,,,,,,,,,
null,,color_black,371214,,black_plus_sign,,,,null,,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color),374222,,black_plus_sign,,,,null,GW/racine.png,GW/westpalmbeach.png,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color),374946,,blue,,,,null,GW/racine.png,GW/westpalmbeach.png,,,,,,,,,,,,,,,,,,
null,,rt_plussign_withcolor,375448,,blue,,,,null,GW/racine.png,GW/westpalmbeach.png,,,,,,,,,,,,,,,,,,
1522,,rt_thecrossant_black,376738,,black_plus_sign,,,,49,,,1,1,,,,,,,,,,,,,,,,
null,,color_black,376846,,black_plus_sign,,,,null,,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color),379852,,black_plus_sign,,,,null,GW/shreveport.png,GW/hotsprings.png,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color),380601,,blue,,,,null,GW/shreveport.png,GW/hotsprings.png,,,,,,,,,,,,,,,,,,
null,,rt_plussign_withcolor,381103,,blue,,,,null,GW/shreveport.png,GW/hotsprings.png,,,,,,,,,,,,,,,,,,
1289,,rt_thecrossant_black,382367,,black_plus_sign,,,,49,,,1,1,,,,,,,,,,,,,,,,
null,,color_black,382474,,black_plus_sign,,,,null,,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color),385481,,black_plus_sign,,,,null,GW/racine.png,GW/westpalmbeach.png,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color),386103,,yellow,,,,null,GW/racine.png,GW/westpalmbeach.png,,,,,,,,,,,,,,,,,,
373,,rt_plussign_withcolor,386605,,yellow,,,,50,GW/racine.png,GW/westpalmbeach.png,,,,,,,,,,,,,,,,,,
null,,rt_thecrossant_black,387997,,black_plus_sign,,,,null,,,1,1,,,,,,,,,,,,,,,,
null,,color_black,388104,,black_plus_sign,,,,null,,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color),391111,,black_plus_sign,,,,null,GW/shreveport.png,GW/hotsprings.png,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color),391999,,yellow,,,,null,GW/shreveport.png,GW/hotsprings.png,,,,,,,,,,,,,,,,,,
null,,rt_plussign_withcolor,392501,,yellow,,,,null,GW/shreveport.png,GW/hotsprings.png,,,,,,,,,,,,,,,,,,
715,,rt_thecrossant_black,393626,,black_plus_sign,,,,50,,,1,1,,,,,,,,,,,,,,,,
null,,color_black,393733,,black_plus_sign,,,,null,,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color),396741,,black_plus_sign,,,,null,GW/racine.png,GW/westpalmbeach.png,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color),397469,,blue,,,,null,GW/racine.png,GW/westpalmbeach.png,,,,,,,,,,,,,,,,,,
null,,rt_plussign_withcolor,397972,,blue,,,,null,GW/racine.png,GW/westpalmbeach.png,,,,,,,,,,,,,,,,,,
1290,,rt_thecrossant_black,399258,,black_plus_sign,,,,49,,,1,1,,,,,,,,,,,,,,,,
null,,color_black,399365,,black_plus_sign,,,,null,,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color),402373,,black_plus_sign,,,,null,GW/peoria.png,GW/cornwall.png,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color),403352,,blue,,,,null,GW/peoria.png,GW/cornwall.png,,,,,,,,,,,,,,,,,,
null,,rt_plussign_withcolor,403855,,blue,,,,null,GW/peoria.png,GW/cornwall.png,,,,,,,,,,,,,,,,,,
881,,rt_thecrossant_black,404889,,black_plus_sign,,,,49,,,1,1,,,,,,,,,,,,,,,,
null,,color_black,404995,,black_plus_sign,,,,null,,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color),408001,,black_plus_sign,,,,null,GW/carmel.png,GW/hanover.png,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color),408774,,blue,,,,null,GW/carmel.png,GW/hanover.png,,,,,,,,,,,,,,,,,,
null,,rt_plussign_withcolor,409276,,blue,,,,null,GW/carmel.png,GW/hanover.png,,,,,,,,,,,,,,,,,,
2109,,rt_thecrossant_black,410518,,black_plus_sign,,,,49,,,1,1,,,,,,,,,,,,,,,,
null,,color_black,410624,,black_plus_sign,,,,null,,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color),413632,,black_plus_sign,,,,null,GW/peoria.png,GW/cornwall.png,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color),414341,,blue,,,,null,GW/peoria.png,GW/cornwall.png,,,,,,,,,,,,,,,,,,
null,,rt_plussign_withcolor,414843,,blue,,,,null,GW/peoria.png,GW/cornwall.png,,,,,,,,,,,,,,,,,,
1271,,rt_thecrossant_black,416149,,black_plus_sign,,,,49,,,1,1,,,,,,,,,,,,,,,,
null,,color_black,416256,,black_plus_sign,,,,null,,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color),419262,,black_plus_sign,,,,null,GW/carmel.png,GW/hanover.png,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color),419826,,blue,,,,null,GW/carmel.png,GW/hanover.png,,,,,,,,,,,,,,,,,,
null,,rt_plussign_withcolor,420329,,blue,,,,null,GW/carmel.png,GW/hanover.png,,,,,,,,,,,,,,,,,,
1072,,rt_thecrossant_black,421779,,black_plus_sign,,,,49,,,1,1,,,,,,,,,,,,,,,,
null,,color_black,421886,,black_plus_sign,,,,null,,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color),424894,,black_plus_sign,,,,null,GW/westpalmbeach.png,GW/racine.png,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color),425474,,yellow,,,,null,GW/westpalmbeach.png,GW/racine.png,,,,,,,,,,,,,,,,,,
null,,rt_plussign_withcolor,425977,,yellow,,,,null,GW/westpalmbeach.png,GW/racine.png,,,,,,,,,,,,,,,,,,
850.9999999999418,,rt_thecrossant_black,427412,,black_plus_sign,,,,50,,,1,1,,,,,,,,,,,,,,,,
null,,color_black,427519,,black_plus_sign,,,,null,,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color),430528,,black_plus_sign,,,,null,GW/hanover.png,GW/carmel.png,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color),431184,,yellow,,,,null,GW/hanover.png,GW/carmel.png,,,,,,,,,,,,,,,,,,
null,,rt_plussign_withcolor,431686,,yellow,,,,null,GW/hanover.png,GW/carmel.png,,,,,,,,,,,,,,,,,,
703,,rt_thecrossant_black,433043,,black_plus_sign,,,,50,,,1,1,,,,,,,,,,,,,,,,
null,,color_black,433150,,black_plus_sign,,,,null,,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color),436158,,black_plus_sign,,,,null,GW/shreveport.png,GW/hotsprings.png,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color),436599,,yellow,,,,null,GW/shreveport.png,GW/hotsprings.png,,,,,,,,,,,,,,,,,,
null,,rt_plussign_withcolor,437102,,yellow,,,,null,GW/shreveport.png,GW/hotsprings.png,,,,,,,,,,,,,,,,,,
828.9999999999418,,rt_thecrossant_black,438675,,black_plus_sign,,,,50,,,1,1,,,,,,,,,,,,,,,,
null,,color_black,438782,,black_plus_sign,,,,null,,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color),441790,,black_plus_sign,,,,null,GW/westpalmbeach.png,GW/racine.png,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color),442817,,yellow,,,,null,GW/westpalmbeach.png,GW/racine.png,,,,,,,,,,,,,,,,,,
null,,rt_plussign_withcolor,443320,,yellow,,,,null,GW/westpalmbeach.png,GW/racine.png,,,,,,,,,,,,,,,,,,
648.0000000000582,,rt_thecrossant_black,444306,,black_plus_sign,,,,50,,,1,1,,,,,,,,,,,,,,,,
null,,color_black,444412,,black_plus_sign,,,,null,,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color),447419,,black_plus_sign,,,,null,GW/cornwall.png,GW/peoria.png,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color),447997,,yellow,,,,null,GW/cornwall.png,GW/peoria.png,,,,,,,,,,,,,,,,,,
null,,rt_plussign_withcolor,448500,,yellow,,,,null,GW/cornwall.png,GW/peoria.png,,,,,,,,,,,,,,,,,,
1383,,rt_thecrossant_black,449937,,black_plus_sign,,,,50,,,1,1,,,,,,,,,,,,,,,,
null,,color_black,450044,,black_plus_sign,,,,null,,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color),453053,,black_plus_sign,,,,null,GW/westpalmbeach.png,GW/racine.png,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color),454157,,yellow,,,,null,GW/westpalmbeach.png,GW/racine.png,,,,,,,,,,,,,,,,,,
null,,rt_plussign_withcolor,454659,,yellow,,,,null,GW/westpalmbeach.png,GW/racine.png,,,,,,,,,,,,,,,,,,
814,,rt_thecrossant_black,455568,,black_plus_sign,,,,50,,,1,1,,,,,,,,,,,,,,,,
null,,color_black,455675,,black_plus_sign,,,,null,,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color),458682,,black_plus_sign,,,,null,GW/carmel.png,GW/hanover.png,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color),459242,,blue,,,,null,GW/carmel.png,GW/hanover.png,,,,,,,,,,,,,,,,,,
489,,rt_plussign_withcolor,459745,,blue,,,,49,GW/carmel.png,GW/hanover.png,,,,,,,,,,,,,,,,,,
null,,rt_thecrossant_black,461199,,black_plus_sign,,,,null,,,1,1,,,,,,,,,,,,,,,,
null,,color_black,461306,,black_plus_sign,,,,null,,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color),464313,,black_plus_sign,,,,null,GW/hotsprings.png,GW/shreveport.png,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color),465202,,blue,,,,null,GW/hotsprings.png,GW/shreveport.png,,,,,,,,,,,,,,,,,,
null,,rt_plussign_withcolor,465705,,blue,,,,null,GW/hotsprings.png,GW/shreveport.png,,,,,,,,,,,,,,,,,,
663,,rt_thecrossant_black,466829,,black_plus_sign,,,,49,,,1,1,,,,,,,,,,,,,,,,
null,,color_black,466936,,black_plus_sign,,,,null,,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color),469941,,black_plus_sign,,,,null,GW/hanover.png,GW/carmel.png,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color),470409,,blue,,,,null,GW/hanover.png,GW/carmel.png,,,,,,,,,,,,,,,,,,
null,,rt_plussign_withcolor,470912,,blue,,,,null,GW/hanover.png,GW/carmel.png,,,,,,,,,,,,,,,,,,
1028,,rt_thecrossant_black,472459,,black_plus_sign,,,,49,,,1,1,,,,,,,,,,,,,,,,
null,,color_black,472566,,black_plus_sign,,,,null,,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color),475573,,black_plus_sign,,,,null,GW/cornwall.png,GW/peoria.png,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color),476276,,yellow,,,,null,GW/cornwall.png,GW/peoria.png,,,,,,,,,,,,,,,,,,
478,,rt_plussign_withcolor,476779,,yellow,,,,50,GW/cornwall.png,GW/peoria.png,,,,,,,,,,,,,,,,,,
null,,rt_thecrossant_black,478088,,black_plus_sign,,,,null,,,1,1,,,,,,,,,,,,,,,,
null,,color_black,478195,,black_plus_sign,,,,null,,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color),481202,,black_plus_sign,,,,null,GW/hotsprings.png,GW/shreveport.png,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color),482064,,blue,,,,null,GW/hotsprings.png,GW/shreveport.png,,,,,,,,,,,,,,,,,,
452.9999999999418,,rt_plussign_withcolor,482567,,blue,,,,49,GW/hotsprings.png,GW/shreveport.png,,,,,,,,,,,,,,,,,,
null,,rt_thecrossant_black,483718,,black_plus_sign,,,,null,,,1,1,,,,,,,,,,,,,,,,
null,,color_black,483825,,black_plus_sign,,,,null,,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color),486833,,black_plus_sign,,,,null,GW/hanover.png,GW/carmel.png,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color),487321,,blue,,,,null,GW/hanover.png,GW/carmel.png,,,,,,,,,,,,,,,,,,
null,,rt_plussign_withcolor,487823,,blue,,,,null,GW/hanover.png,GW/carmel.png,,,,,,,,,,,,,,,,,,
1026.0000000000582,,rt_thecrossant_black,489349,,black_plus_sign,,,,49,,,1,1,,,,,,,,,,,,,,,,
null,,color_black,489455,,black_plus_sign,,,,null,,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color),492462,,black_plus_sign,,,,null,GW/cornwall.png,GW/peoria.png,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color),493088,,blue,,,,null,GW/cornwall.png,GW/peoria.png,,,,,,,,,,,,,,,,,,
null,,rt_plussign_withcolor,493591,,blue,,,,null,GW/cornwall.png,GW/peoria.png,,,,,,,,,,,,,,,,,,
585,,rt_thecrossant_black,494979,,black_plus_sign,,,,49,,,1,1,,,,,,,,,,,,,,,,
null,,color_black,495086,,black_plus_sign,,,,null,,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color),498094,,black_plus_sign,,,,null,GW/cornwall.png,GW/peoria.png,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color),498777,,blue,,,,null,GW/cornwall.png,GW/peoria.png,,,,,,,,,,,,,,,,,,
408,,rt_plussign_withcolor,499280,,blue,,,,49,GW/cornwall.png,GW/peoria.png,,,,,,,,,,,,,,,,,,
null,,rt_thecrossant_black,500610,,black_plus_sign,,,,null,,,1,1,,,,,,,,,,,,,,,,
null,,color_black,500717,,black_plus_sign,,,,null,,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color),503725,,black_plus_sign,,,,null,GW/hotsprings.png,GW/shreveport.png,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color),504314,,yellow,,,,null,GW/hotsprings.png,GW/shreveport.png,,,,,,,,,,,,,,,,,,
361,,rt_plussign_withcolor,504816,,yellow,,,,50,GW/hotsprings.png,GW/shreveport.png,,,,,,,,,,,,,,,,,,
null,,rt_thecrossant_black,506242,,black_plus_sign,,,,null,,,1,1,,,,,,,,,,,,,,,,
null,,color_black,506349,,black_plus_sign,,,,null,,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color),509356,,black_plus_sign,,,,null,GW/peoria.png,GW/hanover.png,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color),510398,,blue,,,,null,GW/peoria.png,GW/hanover.png,,,,,,,,,,,,,,,,,,
null,,rt_plussign_withcolor,510901,,blue,,,,null,GW/peoria.png,GW/hanover.png,,,,,,,,,,,,,,,,,,
717,,rt_thecrossant_black,511873,,black_plus_sign,,,,49,,,1,1,,,,,,,,,,,,,,,,
null,,color_black,511979,,black_plus_sign,,,,null,,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color),514985,,black_plus_sign,,,,null,GW/huntsville.png,GW/carmel.png,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color),516068,,yellow,,,,null,GW/huntsville.png,GW/carmel.png,,,,,,,,,,,,,,,,,,
null,,rt_plussign_withcolor,516571,,yellow,,,,null,GW/huntsville.png,GW/carmel.png,,,,,,,,,,,,,,,,,,
1162.0000000001164,,rt_thecrossant_black,517502,,black_plus_sign,,,,50,,,1,1,,,,,,,,,,,,,,,,
null,,color_black,517610,,black_plus_sign,,,,null,,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color),520617,,black_plus_sign,,,,null,GW/gatlinburg.png,GW/cornwall.png,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color),521118,,yellow,,,,null,GW/gatlinburg.png,GW/cornwall.png,,,,,,,,,,,,,,,,,,
null,,rt_plussign_withcolor,521621,,yellow,,,,null,GW/gatlinburg.png,GW/cornwall.png,,,,,,,,,,,,,,,,,,
1252,,rt_thecrossant_black,523134,,black_plus_sign,,,,50,,,1,1,,,,,,,,,,,,,,,,
null,,color_black,523240,,black_plus_sign,,,,null,,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color),526247,,black_plus_sign,,,,null,GW/huntsville.png,GW/carmel.png,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color),526663,,yellow,,,,null,GW/huntsville.png,GW/carmel.png,,,,,,,,,,,,,,,,,,
null,,rt_plussign_withcolor,527165,,yellow,,,,null,GW/huntsville.png,GW/carmel.png,,,,,,,,,,,,,,,,,,
834,,rt_thecrossant_black,528763,,black_plus_sign,,,,50,,,1,1,,,,,,,,,,,,,,,,
null,,color_black,528870,,black_plus_sign,,,,null,,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color),531878,,black_plus_sign,,,,null,GW/racine.png,GW/newhope.png,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color),532725,,blue,,,,null,GW/racine.png,GW/newhope.png,,,,,,,,,,,,,,,,,,
null,,rt_plussign_withcolor,533227,,blue,,,,null,GW/racine.png,GW/newhope.png,,,,,,,,,,,,,,,,,,
1004,,rt_thecrossant_black,534394,,black_plus_sign,,,,50,,,0,0.9722222222222222,,,,,,,,,,,,,,,,
null,,color_black,534501,,black_plus_sign,,,,null,,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color),537509,,black_plus_sign,,,,null,GW/cornwall.png,GW/gatlinburg.png,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color),538173,,blue,,,,null,GW/cornwall.png,GW/gatlinburg.png,,,,,,,,,,,,,,,,,,
null,,rt_plussign_withcolor,538676,,blue,,,,null,GW/cornwall.png,GW/gatlinburg.png,,,,,,,,,,,,,,,,,,
1502,,rt_thecrossant_black,540027,,black_plus_sign,,,,49,,,1,0.972972972972973,,,,,,,,,,,,,,,,
null,,color_black,540134,,black_plus_sign,,,,null,,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color),543142,,black_plus_sign,,,,null,GW/peoria.png,GW/hanover.png,,,,,,,,,,,,,,,,,,
