rt,responses,trial_type,time_elapsed,sequence,stimulus,graphorder,button_pressed,response,key_press,stimulus_left,stimulus_right,accuracy,cumulative_accuracy,stimulus_down_left,stimulus_down_mid,stimulus_down_right,stimulus_correct,stimulus_short,stimulus_far,weighted_accuracy,condition,specific_pairs,imgL_ID,imgR_ID,linedress,linedressed,detour_trial,linedressed_detor
null,,learn_phase(without_color),451086,,black_plus_sign,,,,null,GW/huntsville.png,GW/hanover.png,,,,,,,,,,,,,,,,,
null,,black_cross(without_color),452126,,yellow,,,,null,GW/huntsville.png,GW/hanover.png,,,,,,,,,,,,,,,,,
null,,rt_plussign_withcolor,452627,,yellow,,,,null,GW/huntsville.png,GW/hanover.png,,,,,,,,,,,,,,,,,
1584.5,,rt_thecrossant_black,453591,,black_plus_sign,,,,50,,,1,1,,,,,,,,,,,,,,,
null,,color_black,453693,,black_plus_sign,,,,null,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color),456694,,black_plus_sign,,,,null,GW/shreveport.png,GW/hotsprings.png,,,,,,,,,,,,,,,,,
null,,black_cross(without_color),457639,,yellow,,,,null,GW/shreveport.png,GW/hotsprings.png,,,,,,,,,,,,,,,,,
null,,rt_plussign_withcolor,458140,,yellow,,,,null,GW/shreveport.png,GW/hotsprings.png,,,,,,,,,,,,,,,,,
1272,,rt_thecrossant_black,459198,,black_plus_sign,,,,50,,,1,1,,,,,,,,,,,,,,,
null,,color_black,459300,,black_plus_sign,,,,null,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color),462302,,black_plus_sign,,,,null,GW/gatlinburg.png,GW/hanover.png,,,,,,,,,,,,,,,,,
null,,black_cross(without_color),462769,,yellow,,,,null,GW/gatlinburg.png,GW/hanover.png,,,,,,,,,,,,,,,,,
null,,rt_plussign_withcolor,463285,,yellow,,,,null,GW/gatlinburg.png,GW/hanover.png,,,,,,,,,,,,,,,,,
1314.2999999523163,,rt_thecrossant_black,464821,,black_plus_sign,,,,50,,,1,1,,,,,,,,,,,,,,,
null,,color_black,464923,,black_plus_sign,,,,null,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color),467925,,black_plus_sign,,,,null,GW/cornwall.png,GW/shreveport.png,,,,,,,,,,,,,,,,,
null,,black_cross(without_color),468769,,blue,,,,null,GW/cornwall.png,GW/shreveport.png,,,,,,,,,,,,,,,,,
null,,rt_plussign_withcolor,469271,,blue,,,,null,GW/cornwall.png,GW/shreveport.png,,,,,,,,,,,,,,,,,
688.3999999761581,,rt_thecrossant_black,470429,,black_plus_sign,,,,49,,,1,1,,,,,,,,,,,,,,,
null,,color_black,470531,,black_plus_sign,,,,null,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color),473532,,black_plus_sign,,,,null,GW/boulder.png,GW/peoria.png,,,,,,,,,,,,,,,,,
null,,black_cross(without_color),474543,,yellow,,,,null,GW/boulder.png,GW/peoria.png,,,,,,,,,,,,,,,,,
null,,rt_plussign_withcolor,475045,,yellow,,,,null,GW/boulder.png,GW/peoria.png,,,,,,,,,,,,,,,,,
1271.7000000476837,,rt_thecrossant_black,476037,,black_plus_sign,,,,50,,,1,1,,,,,,,,,,,,,,,
null,,color_black,476138,,black_plus_sign,,,,null,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color),479139,,black_plus_sign,,,,null,GW/carmel.png,GW/racine.png,,,,,,,,,,,,,,,,,
null,,black_cross(without_color),479719,,yellow,,,,null,GW/carmel.png,GW/racine.png,,,,,,,,,,,,,,,,,
null,,rt_plussign_withcolor,480221,,yellow,,,,null,GW/carmel.png,GW/racine.png,,,,,,,,,,,,,,,,,
1519.8000000715256,,rt_thecrossant_black,481647,,black_plus_sign,,,,50,,,1,1,,,,,,,,,,,,,,,
null,,color_black,481749,,black_plus_sign,,,,null,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color),484751,,black_plus_sign,,,,null,GW/hotsprings.png,GW/peoria.png,,,,,,,,,,,,,,,,,
null,,black_cross(without_color),485609,,blue,,,,null,GW/hotsprings.png,GW/peoria.png,,,,,,,,,,,,,,,,,
null,,rt_plussign_withcolor,486111,,blue,,,,null,GW/hotsprings.png,GW/peoria.png,,,,,,,,,,,,,,,,,
1015.7000000476837,,rt_thecrossant_black,487256,,black_plus_sign,,,,49,,,1,1,,,,,,,,,,,,,,,
null,,color_black,487358,,black_plus_sign,,,,null,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color),490359,,black_plus_sign,,,,null,GW/carmel.png,GW/newhope.png,,,,,,,,,,,,,,,,,
null,,black_cross(without_color),491311,,yellow,,,,null,GW/carmel.png,GW/newhope.png,,,,,,,,,,,,,,,,,
null,,rt_plussign_withcolor,491813,,yellow,,,,null,GW/carmel.png,GW/newhope.png,,,,,,,,,,,,,,,,,
1003.9000000953674,,rt_thecrossant_black,492864,,black_plus_sign,,,,50,,,1,1,,,,,,,,,,,,,,,
null,,color_black,492975,,black_plus_sign,,,,null,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color),495977,,black_plus_sign,,,,null,GW/hanover.png,GW/cornwall.png,,,,,,,,,,,,,,,,,
null,,black_cross(without_color),496943,,blue,,,,null,GW/hanover.png,GW/cornwall.png,,,,,,,,,,,,,,,,,
null,,rt_plussign_withcolor,497444,,blue,,,,null,GW/hanover.png,GW/cornwall.png,,,,,,,,,,,,,,,,,
1387,,rt_thecrossant_black,498493,,black_plus_sign,,,,49,,,1,1,,,,,,,,,,,,,,,
null,,color_black,498594,,black_plus_sign,,,,null,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color),501595,,black_plus_sign,,,,null,GW/gatlinburg.png,GW/peoria.png,,,,,,,,,,,,,,,,,
null,,black_cross(without_color),502451,,blue,,,,null,GW/gatlinburg.png,GW/peoria.png,,,,,,,,,,,,,,,,,
null,,rt_plussign_withcolor,502952,,blue,,,,null,GW/gatlinburg.png,GW/peoria.png,,,,,,,,,,,,,,,,,
1260.7999999523163,,rt_thecrossant_black,504099,,black_plus_sign,,,,49,,,1,1,,,,,,,,,,,,,,,
null,,color_black,504201,,black_plus_sign,,,,null,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color),507202,,black_plus_sign,,,,null,GW/hotsprings.png,GW/shreveport.png,,,,,,,,,,,,,,,,,
null,,black_cross(without_color),507852,,blue,,,,null,GW/hotsprings.png,GW/shreveport.png,,,,,,,,,,,,,,,,,
null,,rt_plussign_withcolor,508353,,blue,,,,null,GW/hotsprings.png,GW/shreveport.png,,,,,,,,,,,,,,,,,
1253.5,,rt_thecrossant_black,509707,,black_plus_sign,,,,49,,,1,1,,,,,,,,,,,,,,,
null,,color_black,509808,,black_plus_sign,,,,null,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color),512809,,black_plus_sign,,,,null,GW/shreveport.png,GW/gatlinburg.png,,,,,,,,,,,,,,,,,
null,,black_cross(without_color),513255,,yellow,,,,null,GW/shreveport.png,GW/gatlinburg.png,,,,,,,,,,,,,,,,,
null,,rt_plussign_withcolor,513757,,yellow,,,,null,GW/shreveport.png,GW/gatlinburg.png,,,,,,,,,,,,,,,,,
801.1000000238419,,rt_thecrossant_black,515314,,black_plus_sign,,,,50,,,1,1,,,,,,,,,,,,,,,
null,,color_black,515416,,black_plus_sign,,,,null,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color),518418,,black_plus_sign,,,,null,GW/carmel.png,GW/racine.png,,,,,,,,,,,,,,,,,
null,,black_cross(without_color),519042,,yellow,,,,null,GW/carmel.png,GW/racine.png,,,,,,,,,,,,,,,,,
null,,rt_plussign_withcolor,519543,,yellow,,,,null,GW/carmel.png,GW/racine.png,,,,,,,,,,,,,,,,,
883.3999999761581,,rt_thecrossant_black,520923,,black_plus_sign,,,,50,,,1,1,,,,,,,,,,,,,,,
null,,color_black,521025,,black_plus_sign,,,,null,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color),524027,,black_plus_sign,,,,null,GW/cornwall.png,GW/hanover.png,,,,,,,,,,,,,,,,,
null,,black_cross(without_color),524722,,blue,,,,null,GW/cornwall.png,GW/hanover.png,,,,,,,,,,,,,,,,,
null,,rt_plussign_withcolor,525224,,blue,,,,null,GW/cornwall.png,GW/hanover.png,,,,,,,,,,,,,,,,,
964.1999999284744,,rt_thecrossant_black,526532,,black_plus_sign,,,,49,,,1,1,,,,,,,,,,,,,,,
null,,color_black,526633,,black_plus_sign,,,,null,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color),529635,,black_plus_sign,,,,null,GW/peoria.png,GW/boulder.png,,,,,,,,,,,,,,,,,
null,,black_cross(without_color),530292,,blue,,,,null,GW/peoria.png,GW/boulder.png,,,,,,,,,,,,,,,,,
null,,rt_plussign_withcolor,530794,,blue,,,,null,GW/peoria.png,GW/boulder.png,,,,,,,,,,,,,,,,,
1042.5,,rt_thecrossant_black,532139,,black_plus_sign,,,,49,,,1,1,,,,,,,,,,,,,,,
null,,color_black,532240,,black_plus_sign,,,,null,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color),535242,,black_plus_sign,,,,null,GW/gatlinburg.png,GW/hanover.png,,,,,,,,,,,,,,,,,
null,,black_cross(without_color),536017,,yellow,,,,null,GW/gatlinburg.png,GW/hanover.png,,,,,,,,,,,,,,,,,
null,,rt_plussign_withcolor,536519,,yellow,,,,null,GW/gatlinburg.png,GW/hanover.png,,,,,,,,,,,,,,,,,
1413.7000000476837,,rt_thecrossant_black,537747,,black_plus_sign,,,,50,,,1,1,,,,,,,,,,,,,,,
null,,color_black,537850,,black_plus_sign,,,,null,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color),540851,,black_plus_sign,,,,null,GW/gatlinburg.png,GW/hanover.png,,,,,,,,,,,,,,,,,
null,,black_cross(without_color),541301,,yellow,,,,null,GW/gatlinburg.png,GW/hanover.png,,,,,,,,,,,,,,,,,
null,,rt_plussign_withcolor,541803,,yellow,,,,null,GW/gatlinburg.png,GW/hanover.png,,,,,,,,,,,,,,,,,
883.8000000715256,,rt_thecrossant_black,543357,,black_plus_sign,,,,50,,,1,1,,,,,,,,,,,,,,,
null,,color_black,543458,,black_plus_sign,,,,null,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color),546460,,black_plus_sign,,,,null,GW/leesburg.png,GW/newhope.png,,,,,,,,,,,,,,,,,
null,,black_cross(without_color),547083,,yellow,,,,null,GW/leesburg.png,GW/newhope.png,,,,,,,,,,,,,,,,,
null,,rt_plussign_withcolor,547584,,yellow,,,,null,GW/leesburg.png,GW/newhope.png,,,,,,,,,,,,,,,,,
750.1000000238419,,rt_thecrossant_black,548965,,black_plus_sign,,,,50,,,1,1,,,,,,,,,,,,,,,
null,,color_black,549067,,black_plus_sign,,,,null,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color),552068,,black_plus_sign,,,,null,GW/cornwall.png,GW/shreveport.png,,,,,,,,,,,,,,,,,
null,,black_cross(without_color),552580,,blue,,,,null,GW/cornwall.png,GW/shreveport.png,,,,,,,,,,,,,,,,,
null,,rt_plussign_withcolor,553083,,blue,,,,null,GW/cornwall.png,GW/shreveport.png,,,,,,,,,,,,,,,,,
914,,rt_thecrossant_black,554573,,black_plus_sign,,,,49,,,1,1,,,,,,,,,,,,,,,
null,,color_black,554675,,black_plus_sign,,,,null,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color),557677,,black_plus_sign,,,,null,GW/hotsprings.png,GW/newhope.png,,,,,,,,,,,,,,,,,
null,,black_cross(without_color),558290,,blue,,,,null,GW/hotsprings.png,GW/newhope.png,,,,,,,,,,,,,,,,,
null,,rt_plussign_withcolor,558790,,blue,,,,null,GW/hotsprings.png,GW/newhope.png,,,,,,,,,,,,,,,,,
860.4000000953674,,rt_thecrossant_black,560187,,black_plus_sign,,,,49,,,1,1,,,,,,,,,,,,,,,
null,,color_black,560289,,black_plus_sign,,,,null,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color),563289,,black_plus_sign,,,,null,GW/westpalmbeach.png,GW/cornwall.png,,,,,,,,,,,,,,,,,
null,,black_cross(without_color),564371,,blue,,,,null,GW/westpalmbeach.png,GW/cornwall.png,,,,,,,,,,,,,,,,,
