rt,responses,trial_type,time_elapsed,stimulus,graphorder,button_pressed,response,key_press,stimulus_left,stimulus_right,cumulative_accuracy,accuracy,stimulus_down_left,stimulus_down_mid,stimulus_down_right,stimulus_correct,stimulus_short,stimulus_far,weighted_accuracy,missedtrial,condition,specific_pairs
null,,black_cross(without_color),344318,green,,,,null,GW/gong.jpg,GW/wheelchair.jpg,,,,,,,,,,,,
null,,rt_plussign_withcolor,344820,green,,,,null,GW/gong.jpg,GW/wheelchair.jpg,,,,,,,,,,,,
1388.6000000000931,,rt_thecrossant_black,346026,black_plus_sign,,,,50,,,0.875,1,,,,,,,,,,
null,,color_black,346129,black_plus_sign,,,,null,,,,,,,,,,,,,,
null,,learn_phase(without_color),348132,black_plus_sign,,,,null,GW/paint.jpg,GW/dustpan.jpg,,,,,,,,,,,,
null,,black_cross(without_color),348821,blue,,,,null,GW/paint.jpg,GW/dustpan.jpg,,,,,,,,,,,,
null,,rt_plussign_withcolor,349323,blue,,,,null,GW/paint.jpg,GW/dustpan.jpg,,,,,,,,,,,,
1584.2999999998137,,rt_thecrossant_black,350639,black_plus_sign,,,,49,,,0.8888888888888888,1,,,,,,,,,,
null,,color_black,350742,black_plus_sign,,,,null,,,,,,,,,,,,,,
null,,learn_phase(without_color),352745,black_plus_sign,,,,null,GW/basket.jpg,GW/globe.jpg,,,,,,,,,,,,
null,,black_cross(without_color),353730,green,,,,null,GW/basket.jpg,GW/globe.jpg,,,,,,,,,,,,
null,,rt_plussign_withcolor,354232,green,,,,null,GW/basket.jpg,GW/globe.jpg,,,,,,,,,,,,
1012.5,,rt_thecrossant_black,355253,black_plus_sign,,,,50,,,0.9,1,,,,,,,,,,
null,,color_black,355355,black_plus_sign,,,,null,,,,,,,,,,,,,,
null,,learn_phase(without_color),357358,black_plus_sign,,,,null,GW/gong.jpg,GW/basket.jpg,,,,,,,,,,,,
null,,black_cross(without_color),358264,green,,,,null,GW/gong.jpg,GW/basket.jpg,,,,,,,,,,,,
null,,rt_plussign_withcolor,358780,green,,,,null,GW/gong.jpg,GW/basket.jpg,,,,,,,,,,,,
1216.9000000001397,,rt_thecrossant_black,359880,black_plus_sign,,,,50,,,0.9090909090909091,1,,,,,,,,,,
null,,color_black,359983,black_plus_sign,,,,null,,,,,,,,,,,,,,
null,,learn_phase(without_color),361987,black_plus_sign,,,,null,GW/paint.jpg,GW/jukebox.jpg,,,,,,,,,,,,
null,,black_cross(without_color),362663,blue,,,,null,GW/paint.jpg,GW/jukebox.jpg,,,,,,,,,,,,
null,,rt_plussign_withcolor,363165,blue,,,,null,GW/paint.jpg,GW/jukebox.jpg,,,,,,,,,,,,
1328.5,,rt_thecrossant_black,364513,black_plus_sign,,,,49,,,0.9166666666666666,1,,,,,,,,,,
null,,color_black,364616,black_plus_sign,,,,null,,,,,,,,,,,,,,
null,,learn_phase(without_color),366619,black_plus_sign,,,,null,GW/hat.jpg,GW/dustpan.jpg,,,,,,,,,,,,
null,,black_cross(without_color),367235,green,,,,null,GW/hat.jpg,GW/dustpan.jpg,,,,,,,,,,,,
null,,rt_plussign_withcolor,367738,green,,,,null,GW/hat.jpg,GW/dustpan.jpg,,,,,,,,,,,,
1100,,rt_thecrossant_black,369127,black_plus_sign,,,,50,,,0.9230769230769231,1,,,,,,,,,,
null,,color_black,369228,black_plus_sign,,,,null,,,,,,,,,,,,,,
null,,learn_phase(without_color),371232,black_plus_sign,,,,null,GW/paint.jpg,GW/jukebox.jpg,,,,,,,,,,,,
null,,black_cross(without_color),371875,blue,,,,null,GW/paint.jpg,GW/jukebox.jpg,,,,,,,,,,,,
null,,rt_plussign_withcolor,372377,blue,,,,null,GW/paint.jpg,GW/jukebox.jpg,,,,,,,,,,,,
954.8999999999069,,rt_thecrossant_black,373739,black_plus_sign,,,,49,,,0.9285714285714286,1,,,,,,,,,,
null,,color_black,373852,black_plus_sign,,,,null,,,,,,,,,,,,,,
null,,learn_phase(without_color),375855,black_plus_sign,,,,null,GW/basket.jpg,GW/snail.jpg,,,,,,,,,,,,
null,,black_cross(without_color),376561,blue,,,,null,GW/basket.jpg,GW/snail.jpg,,,,,,,,,,,,
null,,rt_plussign_withcolor,377063,blue,,,,null,GW/basket.jpg,GW/snail.jpg,,,,,,,,,,,,
1527.3000000000466,,rt_thecrossant_black,378363,black_plus_sign,,,,49,,,0.9333333333333333,1,,,,,,,,,,
null,,color_black,378466,black_plus_sign,,,,null,,,,,,,,,,,,,,
null,,learn_phase(without_color),380470,black_plus_sign,,,,null,GW/hat.jpg,GW/dustpan.jpg,,,,,,,,,,,,
null,,black_cross(without_color),381109,blue,,,,null,GW/hat.jpg,GW/dustpan.jpg,,,,,,,,,,,,
null,,rt_plussign_withcolor,381611,blue,,,,null,GW/hat.jpg,GW/dustpan.jpg,,,,,,,,,,,,
1410.8000000000466,,rt_thecrossant_black,382976,black_plus_sign,,,,49,,,0.9375,1,,,,,,,,,,
null,,color_black,383078,black_plus_sign,,,,null,,,,,,,,,,,,,,
null,,learn_phase(without_color),385082,black_plus_sign,,,,null,GW/gong.jpg,GW/basket.jpg,,,,,,,,,,,,
null,,black_cross(without_color),386182,green,,,,null,GW/gong.jpg,GW/basket.jpg,,,,,,,,,,,,
null,,rt_plussign_withcolor,386685,green,,,,null,GW/gong.jpg,GW/basket.jpg,,,,,,,,,,,,
893.9000000001397,,rt_thecrossant_black,387589,black_plus_sign,,,,50,,,0.9411764705882353,1,,,,,,,,,,
null,,color_black,387696,black_plus_sign,,,,null,,,,,,,,,,,,,,
null,,learn_phase(without_color),389699,black_plus_sign,,,,null,GW/dustpan.jpg,GW/barrel.jpg,,,,,,,,,,,,
null,,black_cross(without_color),390477,blue,,,,null,GW/dustpan.jpg,GW/barrel.jpg,,,,,,,,,,,,
null,,rt_plussign_withcolor,390979,blue,,,,null,GW/dustpan.jpg,GW/barrel.jpg,,,,,,,,,,,,
1612.6999999999534,,rt_thecrossant_black,392206,black_plus_sign,,,,49,,,0.9444444444444444,1,,,,,,,,,,
null,,color_black,392308,black_plus_sign,,,,null,,,,,,,,,,,,,,
null,,learn_phase(without_color),394311,black_plus_sign,,,,null,GW/paint.jpg,GW/jukebox.jpg,,,,,,,,,,,,
null,,black_cross(without_color),395375,green,,,,null,GW/paint.jpg,GW/jukebox.jpg,,,,,,,,,,,,
null,,rt_plussign_withcolor,395878,green,,,,null,GW/paint.jpg,GW/jukebox.jpg,,,,,,,,,,,,
null,,rt_thecrossant_black,396818,black_plus_sign,,,,null,,,0.9444444444444444,,,,,,,,,,,
null,,color_black,396919,black_plus_sign,,,,null,,,,,,,,,,,,,,
null,,learn_phase(without_color),398923,black_plus_sign,,,,null,GW/jukebox.jpg,GW/dustpan.jpg,,,,,,,,,,,,
null,,black_cross(without_color),399612,blue,,,,null,GW/jukebox.jpg,GW/dustpan.jpg,,,,,,,,,,,,
null,,rt_plussign_withcolor,400114,blue,,,,null,GW/jukebox.jpg,GW/dustpan.jpg,,,,,,,,,,,,
1625.6999999999534,,rt_thecrossant_black,401430,black_plus_sign,,,,49,,,0.9473684210526315,1,,,,,,,,,,
null,,color_black,401532,black_plus_sign,,,,null,,,,,,,,,,,,,,
null,,learn_phase(without_color),403535,black_plus_sign,,,,null,GW/gong.jpg,GW/wheelchair.jpg,,,,,,,,,,,,
null,,black_cross(without_color),404174,blue,,,,null,GW/gong.jpg,GW/wheelchair.jpg,,,,,,,,,,,,
null,,rt_plussign_withcolor,404677,blue,,,,null,GW/gong.jpg,GW/wheelchair.jpg,,,,,,,,,,,,
1207.5,,rt_thecrossant_black,406056,black_plus_sign,,,,49,,,0.95,1,,,,,,,,,,
null,,color_black,406158,black_plus_sign,,,,null,,,,,,,,,,,,,,
null,,learn_phase(without_color),408162,black_plus_sign,,,,null,GW/hat.jpg,GW/dustpan.jpg,,,,,,,,,,,,
null,,black_cross(without_color),409144,green,,,,null,GW/hat.jpg,GW/dustpan.jpg,,,,,,,,,,,,
null,,rt_plussign_withcolor,409646,green,,,,null,GW/hat.jpg,GW/dustpan.jpg,,,,,,,,,,,,
823.5999999998603,,rt_thecrossant_black,410669,black_plus_sign,,,,50,,,0.9523809523809523,1,,,,,,,,,,
null,,color_black,410771,black_plus_sign,,,,null,,,,,,,,,,,,,,
null,,learn_phase(without_color),412774,black_plus_sign,,,,null,GW/jukebox.jpg,GW/dustpan.jpg,,,,,,,,,,,,
null,,black_cross(without_color),413702,green,,,,null,GW/jukebox.jpg,GW/dustpan.jpg,,,,,,,,,,,,
null,,rt_plussign_withcolor,414206,green,,,,null,GW/jukebox.jpg,GW/dustpan.jpg,,,,,,,,,,,,
1780.1999999999534,,rt_thecrossant_black,415282,black_plus_sign,,,,50,,,0.9545454545454546,1,,,,,,,,,,
null,,color_black,415385,black_plus_sign,,,,null,,,,,,,,,,,,,,
null,,learn_phase(without_color),417388,black_plus_sign,,,,null,GW/barrel.jpg,GW/globe.jpg,,,,,,,,,,,,
null,,black_cross(without_color),418421,blue,,,,null,GW/barrel.jpg,GW/globe.jpg,,,,,,,,,,,,
null,,rt_plussign_withcolor,418924,blue,,,,null,GW/barrel.jpg,GW/globe.jpg,,,,,,,,,,,,
null,,rt_thecrossant_black,419897,black_plus_sign,,,,null,,,0.9545454545454546,,,,,,,,,,,
null,,color_black,419999,black_plus_sign,,,,null,,,,,,,,,,,,,,
null,,learn_phase(without_color),422004,black_plus_sign,,,,null,GW/gong.jpg,GW/wheelchair.jpg,,,,,,,,,,,,
null,,black_cross(without_color),422974,green,,,,null,GW/gong.jpg,GW/wheelchair.jpg,,,,,,,,,,,,
428,,rt_plussign_withcolor,423476,green,,,,50,GW/gong.jpg,GW/wheelchair.jpg,,,,,,,,,,,,
null,,rt_thecrossant_black,424510,black_plus_sign,,,,null,,,0.9565217391304348,1,,,,,,,,,,
null,,color_black,424612,black_plus_sign,,,,null,,,,,,,,,,,,,,
null,,learn_phase(without_color),426616,black_plus_sign,,,,null,GW/camera.jpg,GW/gong.jpg,,,,,,,,,,,,
null,,black_cross(without_color),427113,green,,,,null,GW/camera.jpg,GW/gong.jpg,,,,,,,,,,,,
null,,rt_plussign_withcolor,427615,green,,,,null,GW/camera.jpg,GW/gong.jpg,,,,,,,,,,,,
1870.6000000000931,,rt_thecrossant_black,429123,black_plus_sign,,,,50,,,0.9583333333333334,1,,,,,,,,,,
null,,color_black,429225,black_plus_sign,,,,null,,,,,,,,,,,,,,
null,,learn_phase(without_color),431228,black_plus_sign,,,,null,GW/paint.jpg,GW/dustpan.jpg,,,,,,,,,,,,
null,,black_cross(without_color),432016,green,,,,null,GW/paint.jpg,GW/dustpan.jpg,,,,,,,,,,,,
null,,rt_plussign_withcolor,432529,green,,,,null,GW/paint.jpg,GW/dustpan.jpg,,,,,,,,,,,,
1243.6999999999534,,rt_thecrossant_black,433748,black_plus_sign,,,,50,,,0.96,1,,,,,,,,,,
null,,color_black,433859,black_plus_sign,,,,null,,,,,,,,,,,,,,
null,,learn_phase(without_color),435862,black_plus_sign,,,,null,GW/gong.jpg,GW/wheelchair.jpg,,,,,,,,,,,,
null,,black_cross(without_color),436906,green,,,,null,GW/gong.jpg,GW/wheelchair.jpg,,,,,,,,,,,,
null,,rt_plussign_withcolor,437419,green,,,,null,GW/gong.jpg,GW/wheelchair.jpg,,,,,,,,,,,,
1827.1000000000931,,rt_thecrossant_black,438379,black_plus_sign,,,,50,,,0.9615384615384616,1,,,,,,,,,,
null,,color_black,438482,black_plus_sign,,,,null,,,,,,,,,,,,,,
null,,learn_phase(without_color),440485,black_plus_sign,,,,null,GW/basket.jpg,GW/globe.jpg,,,,,,,,,,,,
null,,black_cross(without_color),440933,blue,,,,null,GW/basket.jpg,GW/globe.jpg,,,,,,,,,,,,
null,,rt_plussign_withcolor,441435,blue,,,,null,GW/basket.jpg,GW/globe.jpg,,,,,,,,,,,,
null,,rt_thecrossant_black,442994,black_plus_sign,,,,null,,,0.9615384615384616,,,,,,,,,,,
null,,color_black,443096,black_plus_sign,,,,null,,,,,,,,,,,,,,
null,,learn_phase(without_color),445099,black_plus_sign,,,,null,GW/jukebox.jpg,GW/hat.jpg,,,,,,,,,,,,
null,,black_cross(without_color),445776,green,,,,null,GW/jukebox.jpg,GW/hat.jpg,,,,,,,,,,,,
null,,rt_plussign_withcolor,446278,green,,,,null,GW/jukebox.jpg,GW/hat.jpg,,,,,,,,,,,,
null,,rt_thecrossant_black,447607,black_plus_sign,,,,null,,,0.9615384615384616,,,,,,,,,,,
null,,warning_page,450610,warning,,,,null,,,,,,,,,,,,,,
null,,color_black,450712,black_plus_sign,,,,null,,,,,,,,,,,,,,
null,,learn_phase(without_color),452714,black_plus_sign,,,,null,GW/barrel.jpg,GW/globe.jpg,,,,,,,,,,,,
null,,black_cross(without_color),453772,blue,,,,null,GW/barrel.jpg,GW/globe.jpg,,,,,,,,,,,,
null,,rt_plussign_withcolor,454274,blue,,,,null,GW/barrel.jpg,GW/globe.jpg,,,,,,,,,,,,
934,,rt_thecrossant_black,455221,black_plus_sign,,,,49,,,0.9629629629629629,1,,,,,,,,,,
null,,color_black,455324,black_plus_sign,,,,null,,,,,,,,,,,,,,
null,,learn_phase(without_color),457328,black_plus_sign,,,,null,GW/basket.jpg,GW/snail.jpg,,,,,,,,,,,,
null,,black_cross(without_color),458160,blue,,,,null,GW/basket.jpg,GW/snail.jpg,,,,,,,,,,,,
null,,rt_plussign_withcolor,458661,blue,,,,null,GW/basket.jpg,GW/snail.jpg,,,,,,,,,,,,
1592.5,,rt_thecrossant_black,459836,black_plus_sign,,,,49,,,0.9642857142857143,1,,,,,,,,,,
null,,color_black,459938,black_plus_sign,,,,null,,,,,,,,,,,,,,
null,,learn_phase(without_color),461942,black_plus_sign,,,,null,GW/gong.jpg,GW/basket.jpg,,,,,,,,,,,,
null,,black_cross(without_color),462888,blue,,,,null,GW/gong.jpg,GW/basket.jpg,,,,,,,,,,,,
null,,rt_plussign_withcolor,463390,blue,,,,null,GW/gong.jpg,GW/basket.jpg,,,,,,,,,,,,
null,,rt_thecrossant_black,464449,black_plus_sign,,,,null,,,0.9642857142857143,,,,,,,,,,,
null,,color_black,464551,black_plus_sign,,,,null,,,,,,,,,,,,,,
null,,learn_phase(without_color),466555,black_plus_sign,,,,null,GW/wheelchair.jpg,GW/barrel.jpg,,,,,,,,,,,,
null,,black_cross(without_color),467587,blue,,,,null,GW/wheelchair.jpg,GW/barrel.jpg,,,,,,,,,,,,
null,,rt_plussign_withcolor,468089,blue,,,,null,GW/wheelchair.jpg,GW/barrel.jpg,,,,,,,,,,,,
1549,,rt_thecrossant_black,469061,black_plus_sign,,,,49,,,0.9655172413793104,1,,,,,,,,,,
null,,color_black,469164,black_plus_sign,,,,null,,,,,,,,,,,,,,
null,,learn_phase(without_color),471168,black_plus_sign,,,,null,GW/wheelchair.jpg,GW/paint.jpg,,,,,,,,,,,,
null,,black_cross(without_color),472130,blue,,,,null,GW/wheelchair.jpg,GW/paint.jpg,,,,,,,,,,,,
null,,rt_plussign_withcolor,472632,blue,,,,null,GW/wheelchair.jpg,GW/paint.jpg,,,,,,,,,,,,
1324.0999999998603,,rt_thecrossant_black,473675,black_plus_sign,,,,49,,,0.9666666666666667,1,,,,,,,,,,
null,,color_black,473778,black_plus_sign,,,,null,,,,,,,,,,,,,,
null,,learn_phase(without_color),475781,black_plus_sign,,,,null,GW/dustpan.jpg,GW/barrel.jpg,,,,,,,,,,,,
null,,black_cross(without_color),476287,blue,,,,null,GW/dustpan.jpg,GW/barrel.jpg,,,,,,,,,,,,
null,,rt_plussign_withcolor,476789,blue,,,,null,GW/dustpan.jpg,GW/barrel.jpg,,,,,,,,,,,,
1279.5999999998603,,rt_thecrossant_black,478290,black_plus_sign,,,,49,,,0.967741935483871,1,,,,,,,,,,
null,,color_black,478392,black_plus_sign,,,,null,,,,,,,,,,,,,,
null,,learn_phase(without_color),480395,black_plus_sign,,,,null,GW/hat.jpg,GW/soldier.jpg,,,,,,,,,,,,
null,,black_cross(without_color),481165,blue,,,,null,GW/hat.jpg,GW/soldier.jpg,,,,,,,,,,,,
null,,rt_plussign_withcolor,481668,blue,,,,null,GW/hat.jpg,GW/soldier.jpg,,,,,,,,,,,,
905.1999999999534,,rt_thecrossant_black,482905,black_plus_sign,,,,49,,,0.96875,1,,,,,,,,,,
null,,color_black,483008,black_plus_sign,,,,null,,,,,,,,,,,,,,
null,,learn_phase(without_color),485012,black_plus_sign,,,,null,GW/jukebox.jpg,GW/teeth.jpg,,,,,,,,,,,,
null,,black_cross(without_color),485510,blue,,,,null,GW/jukebox.jpg,GW/teeth.jpg,,,,,,,,,,,,
484.0999999998603,,rt_plussign_withcolor,486013,blue,,,,49,GW/jukebox.jpg,GW/teeth.jpg,,,,,,,,,,,,
null,,rt_thecrossant_black,487521,black_plus_sign,,,,null,,,0.9696969696969697,1,,,,,,,,,,
null,,color_black,487624,black_plus_sign,,,,null,,,,,,,,,,,,,,
null,,learn_phase(without_color),489628,black_plus_sign,,,,null,GW/basket.jpg,GW/snail.jpg,,,,,,,,,,,,
null,,black_cross(without_color),490362,blue,,,,null,GW/basket.jpg,GW/snail.jpg,,,,,,,,,,,,
